sa_2022_code,town_name,town_name_alt,county,method,distance_km
268011003,Dublin city and suburbs,,Dublin City,within_settlement,5.84
268011004,Dublin city and suburbs,,Dublin City,within_settlement,5.78
268011005,Dublin city and suburbs,,Dublin City,within_settlement,5.64
268011006,Dublin city and suburbs,,Dublin City,within_settlement,5.56
268011007,Dublin city and suburbs,,Dublin City,within_settlement,5.38
268011008,Dublin city and suburbs,,Dublin City,within_settlement,5.74
268011009,Dublin city and suburbs,,Dublin City,within_settlement,5.58
268011010,Dublin city and suburbs,,Dublin City,within_settlement,5.21
268011011,Dublin city and suburbs,,Dublin City,within_settlement,5.62
268011012,Dublin city and suburbs,,Dublin City,within_settlement,5.24
268011013,Dublin city and suburbs,,Dublin City,within_settlement,5.42
268012001,Dublin city and suburbs,,Dublin City,within_settlement,4.83
268012002,Dublin city and suburbs,,Dublin City,within_settlement,5.04
268012003,Dublin city and suburbs,,Dublin City,within_settlement,5.18
268012004,Dublin city and suburbs,,Dublin City,within_settlement,5.26
268012005,Dublin city and suburbs,,Dublin City,within_settlement,5.41
268012006,Dublin city and suburbs,,Dublin City,within_settlement,5.51
268012007,Dublin city and suburbs,,Dublin City,within_settlement,5.55
268012008,Dublin city and suburbs,,Dublin City,within_settlement,5.79
268012009,Dublin city and suburbs,,Dublin City,within_settlement,5.16
268012010,Dublin city and suburbs,,Dublin City,within_settlement,5.08
268012011,Dublin city and suburbs,,Dublin City,within_settlement,5.43
268012012,Dublin city and suburbs,,Dublin City,within_settlement,5.8
268013001,Dublin city and suburbs,,Dublin City,within_settlement,5.88
268013002,Dublin city and suburbs,,Dublin City,within_settlement,5.95
268013003,Dublin city and suburbs,,Dublin City,within_settlement,5.83
268013004,Dublin city and suburbs,,Dublin City,within_settlement,5.85
268013005,Dublin city and suburbs,,Dublin City,within_settlement,5.64
268013006,Dublin city and suburbs,,Dublin City,within_settlement,5.56
268013007,Dublin city and suburbs,,Dublin City,within_settlement,5.29
268013008,Dublin city and suburbs,,Dublin City,within_settlement,5.22
268014001,Dublin city and suburbs,,Dublin City,within_settlement,4.77
268014002,Dublin city and suburbs,,Dublin City,within_settlement,4.76
268014003,Dublin city and suburbs,,Dublin City,within_settlement,5.0
268014004,Dublin city and suburbs,,Dublin City,within_settlement,4.99
268014005,Dublin city and suburbs,,Dublin City,within_settlement,5.04
268014006,Dublin city and suburbs,,Dublin City,within_settlement,4.69
268014007,Dublin city and suburbs,,Dublin City,within_settlement,4.85
268014008,Dublin city and suburbs,,Dublin City,within_settlement,5.25
268014009,Dublin city and suburbs,,Dublin City,within_settlement,5.17
268014010,Dublin city and suburbs,,Dublin City,within_settlement,5.23
268015001,Dublin city and suburbs,,Dublin City,within_settlement,6.7
268015002,Dublin city and suburbs,,Dublin City,within_settlement,6.94
268015003,Dublin city and suburbs,,Dublin City,within_settlement,7.08
268015004,Dublin city and suburbs,,Dublin City,within_settlement,6.83
268015005/01,Dublin city and suburbs,,Dublin City,within_settlement,7.59
268015005/02,Dublin city and suburbs,,Dublin City,within_settlement,7.6
268015005/03/268015005/268015014,Dublin city and suburbs,,Dublin City,within_settlement,7.65
268015006/268015015,Dublin city and suburbs,,Dublin City,within_settlement,6.83
268015007,Dublin city and suburbs,,Dublin City,within_settlement,7.29
268015008,Dublin city and suburbs,,Dublin City,within_settlement,7.14
268015009,Dublin city and suburbs,,Dublin City,within_settlement,7.68
268015010,Dublin city and suburbs,,Dublin City,within_settlement,7.76
268015011,Dublin city and suburbs,,Dublin City,within_settlement,7.59
268015012,Dublin city and suburbs,,Dublin City,within_settlement,7.59
268015013,Dublin city and suburbs,,Dublin City,within_settlement,7.61
268015014/01,Dublin city and suburbs,,Dublin City,within_settlement,7.66
268015014/02,Dublin city and suburbs,,Dublin City,within_settlement,7.52
268015016,Dublin city and suburbs,,Dublin City,within_settlement,7.23
268015017,Dublin city and suburbs,,Dublin City,within_settlement,7.72
268016001,Dublin city and suburbs,,Dublin City,within_settlement,7.47
268016002,Dublin city and suburbs,,Dublin City,within_settlement,7.37
268016003,Dublin city and suburbs,,Dublin City,within_settlement,7.34
268016004,Dublin city and suburbs,,Dublin City,within_settlement,7.16
268016005,Dublin city and suburbs,,Dublin City,within_settlement,7.16
268016006,Dublin city and suburbs,,Dublin City,within_settlement,6.99
268016007,Dublin city and suburbs,,Dublin City,within_settlement,7.18
268016008/01,Dublin city and suburbs,,Dublin City,within_settlement,7.01
268016008/02,Dublin city and suburbs,,Dublin City,within_settlement,7.08
268016009,Dublin city and suburbs,,Dublin City,within_settlement,7.55
268016010,Dublin city and suburbs,,Dublin City,within_settlement,7.46
268016011/268016012/268016013,Dublin city and suburbs,,Dublin City,within_settlement,6.93
268016014,Dublin city and suburbs,,Dublin City,within_settlement,7.23
268016015/268016018,Dublin city and suburbs,,Dublin City,within_settlement,7.19
268016016/268016017,Dublin city and suburbs,,Dublin City,within_settlement,7.11
268017001,Dublin city and suburbs,,Dublin City,within_settlement,6.37
268017002/268017019,Dublin city and suburbs,,Dublin City,within_settlement,6.44
268017003,Dublin city and suburbs,,Dublin City,within_settlement,6.41
268017004,Dublin city and suburbs,,Dublin City,within_settlement,6.4
268017005,Dublin city and suburbs,,Dublin City,within_settlement,6.74
268017006,Dublin city and suburbs,,Dublin City,within_settlement,6.55
268017007,Dublin city and suburbs,,Dublin City,within_settlement,6.84
268017008,Dublin city and suburbs,,Dublin City,within_settlement,7.1
268017009,Dublin city and suburbs,,Dublin City,within_settlement,6.96
268017010,Dublin city and suburbs,,Dublin City,within_settlement,6.74
268017011,Dublin city and suburbs,,Dublin City,within_settlement,6.95
268017012,Dublin city and suburbs,,Dublin City,within_settlement,6.72
268017013,Dublin city and suburbs,,Dublin City,within_settlement,7.03
268017014,Dublin city and suburbs,,Dublin City,within_settlement,6.84
268017015/268017016/268017017,Dublin city and suburbs,,Dublin City,within_settlement,6.46
268017018,Dublin city and suburbs,,Dublin City,within_settlement,6.67
268017020,Dublin city and suburbs,,Dublin City,within_settlement,6.83
268017021,Dublin city and suburbs,,Dublin City,within_settlement,7.19
268017022,Dublin city and suburbs,,Dublin City,within_settlement,7.12
268017023,Dublin city and suburbs,,Dublin City,within_settlement,7.2
268018001,Dublin city and suburbs,,Dublin City,within_settlement,6.84
268018003/268018004/268018009,Dublin city and suburbs,,Dublin City,within_settlement,6.5
268018005,Dublin city and suburbs,,Dublin City,within_settlement,6.66
268018006,Dublin city and suburbs,,Dublin City,within_settlement,6.75
268018010/268018011,Dublin city and suburbs,,Dublin City,within_settlement,6.4
268018012/268018015,Dublin city and suburbs,,Dublin City,within_settlement,6.67
268018014/268018017,Dublin city and suburbs,,Dublin City,within_settlement,6.26
268018016,Dublin city and suburbs,,Dublin City,within_settlement,6.26
268019001,Dublin city and suburbs,,Dublin City,within_settlement,5.99
268019002,Dublin city and suburbs,,Dublin City,within_settlement,6.05
268019003,Dublin city and suburbs,,Dublin City,within_settlement,6.11
268019004,Dublin city and suburbs,,Dublin City,within_settlement,6.2
268019005,Dublin city and suburbs,,Dublin City,within_settlement,6.31
268019006,Dublin city and suburbs,,Dublin City,within_settlement,6.41
268020001,Dublin city and suburbs,,Dublin City,within_settlement,6.05
268020002,Dublin city and suburbs,,Dublin City,within_settlement,6.16
268020003,Dublin city and suburbs,,Dublin City,within_settlement,6.26
268020004,Dublin city and suburbs,,Dublin City,within_settlement,6.29
268020005,Dublin city and suburbs,,Dublin City,within_settlement,6.48
268020006,Dublin city and suburbs,,Dublin City,within_settlement,6.52
268020007,Dublin city and suburbs,,Dublin City,within_settlement,6.5
268020008,Dublin city and suburbs,,Dublin City,within_settlement,6.59
268020009,Dublin city and suburbs,,Dublin City,within_settlement,6.76
268021001,Dublin city and suburbs,,Dublin City,within_settlement,6.38
268021002,Dublin city and suburbs,,Dublin City,within_settlement,6.53
268021003,Dublin city and suburbs,,Dublin City,within_settlement,6.58
268021004,Dublin city and suburbs,,Dublin City,within_settlement,6.6
268021005,Dublin city and suburbs,,Dublin City,within_settlement,6.35
268021006,Dublin city and suburbs,,Dublin City,within_settlement,6.48
268021007,Dublin city and suburbs,,Dublin City,within_settlement,6.51
268021008,Dublin city and suburbs,,Dublin City,within_settlement,6.75
268021009,Dublin city and suburbs,,Dublin City,within_settlement,6.86
268021010,Dublin city and suburbs,,Dublin City,within_settlement,6.62
268021011,Dublin city and suburbs,,Dublin City,within_settlement,6.93
268021012,Dublin city and suburbs,,Dublin City,within_settlement,6.96
268022001,Dublin city and suburbs,,Dublin City,within_settlement,6.73
268022002,Dublin city and suburbs,,Dublin City,within_settlement,6.77
268022003,Dublin city and suburbs,,Dublin City,within_settlement,6.66
268022004,Dublin city and suburbs,,Dublin City,within_settlement,6.72
268022005,Dublin city and suburbs,,Dublin City,within_settlement,6.89
268022006,Dublin city and suburbs,,Dublin City,within_settlement,7.03
268022007,Dublin city and suburbs,,Dublin City,within_settlement,6.98
268022008,Dublin city and suburbs,,Dublin City,within_settlement,6.97
268022009,Dublin city and suburbs,,Dublin City,within_settlement,7.13
268022010,Dublin city and suburbs,,Dublin City,within_settlement,7.25
268022011,Dublin city and suburbs,,Dublin City,within_settlement,7.12
268022012,Dublin city and suburbs,,Dublin City,within_settlement,7.05
268022013,Dublin city and suburbs,,Dublin City,within_settlement,6.86
268022014,Dublin city and suburbs,,Dublin City,within_settlement,6.51
268022015,Dublin city and suburbs,,Dublin City,within_settlement,6.95
268023001,Dublin city and suburbs,,Dublin City,within_settlement,7.35
268023002,Dublin city and suburbs,,Dublin City,within_settlement,7.22
268023003,Dublin city and suburbs,,Dublin City,within_settlement,7.31
268023004,Dublin city and suburbs,,Dublin City,within_settlement,7.48
268023005,Dublin city and suburbs,,Dublin City,within_settlement,7.37
268023006,Dublin city and suburbs,,Dublin City,within_settlement,7.31
268023007,Dublin city and suburbs,,Dublin City,within_settlement,7.35
268023008,Dublin city and suburbs,,Dublin City,within_settlement,7.14
268023009,Dublin city and suburbs,,Dublin City,within_settlement,7.06
268023010,Dublin city and suburbs,,Dublin City,within_settlement,7.0
268023011,Dublin city and suburbs,,Dublin City,within_settlement,7.02
268023012,Dublin city and suburbs,,Dublin City,within_settlement,6.84
268023013,Dublin city and suburbs,,Dublin City,within_settlement,6.93
268024001,Dublin city and suburbs,,Dublin City,within_settlement,6.56
268024002,Dublin city and suburbs,,Dublin City,within_settlement,6.46
268024003,Dublin city and suburbs,,Dublin City,within_settlement,6.29
268024004,Dublin city and suburbs,,Dublin City,within_settlement,6.65
268024005,Dublin city and suburbs,,Dublin City,within_settlement,6.39
268024006,Dublin city and suburbs,,Dublin City,within_settlement,6.51
268024007,Dublin city and suburbs,,Dublin City,within_settlement,6.59
268025001,Dublin city and suburbs,,Dublin City,within_settlement,5.83
268025002,Dublin city and suburbs,,Dublin City,within_settlement,5.95
268025003,Dublin city and suburbs,,Dublin City,within_settlement,6.13
268025004,Dublin city and suburbs,,Dublin City,within_settlement,5.99
268025005,Dublin city and suburbs,,Dublin City,within_settlement,6.12
268025006,Dublin city and suburbs,,Dublin City,within_settlement,6.04
268025007,Dublin city and suburbs,,Dublin City,within_settlement,6.03
268025008,Dublin city and suburbs,,Dublin City,within_settlement,5.96
268026001,Dublin city and suburbs,,Dublin City,within_settlement,5.85
268026002,Dublin city and suburbs,,Dublin City,within_settlement,5.8
268026003,Dublin city and suburbs,,Dublin City,within_settlement,5.73
268026004,Dublin city and suburbs,,Dublin City,within_settlement,5.79
268026005,Dublin city and suburbs,,Dublin City,within_settlement,5.96
268026006,Dublin city and suburbs,,Dublin City,within_settlement,5.97
268026007,Dublin city and suburbs,,Dublin City,within_settlement,6.1
268026008,Dublin city and suburbs,,Dublin City,within_settlement,6.22
268026009,Dublin city and suburbs,,Dublin City,within_settlement,6.34
268026010,Dublin city and suburbs,,Dublin City,within_settlement,6.29
268026011,Dublin city and suburbs,,Dublin City,within_settlement,6.45
268026012,Dublin city and suburbs,,Dublin City,within_settlement,6.12
268027001,Dublin city and suburbs,,Dublin City,within_settlement,3.86
268027002,Dublin city and suburbs,,Dublin City,within_settlement,4.45
268027003,Dublin city and suburbs,,Dublin City,within_settlement,4.45
268027004,Dublin city and suburbs,,Dublin City,within_settlement,4.46
268027005,Dublin city and suburbs,,Dublin City,within_settlement,4.53
268027006,Dublin city and suburbs,,Dublin City,within_settlement,4.49
268027007,Dublin city and suburbs,,Dublin City,within_settlement,4.12
268027008,Dublin city and suburbs,,Dublin City,within_settlement,4.57
268027009,Dublin city and suburbs,,Dublin City,within_settlement,4.14
268027010,Dublin city and suburbs,,Dublin City,within_settlement,3.6
268027011,Dublin city and suburbs,,Dublin City,within_settlement,3.51
268027012,Dublin city and suburbs,,Dublin City,within_settlement,4.44
268027013,Dublin city and suburbs,,Dublin City,within_settlement,4.27
268028001,Dublin city and suburbs,,Dublin City,within_settlement,3.64
268028002,Dublin city and suburbs,,Dublin City,within_settlement,3.62
268028003,Dublin city and suburbs,,Dublin City,within_settlement,3.7
268028004,Dublin city and suburbs,,Dublin City,within_settlement,3.8
268028005,Dublin city and suburbs,,Dublin City,within_settlement,3.69
268028006,Dublin city and suburbs,,Dublin City,within_settlement,3.51
268028007,Dublin city and suburbs,,Dublin City,within_settlement,3.53
268028008,Dublin city and suburbs,,Dublin City,within_settlement,3.97
268028009,Dublin city and suburbs,,Dublin City,within_settlement,3.76
268028010,Dublin city and suburbs,,Dublin City,within_settlement,3.48
268028011,Dublin city and suburbs,,Dublin City,within_settlement,3.47
268028012,Dublin city and suburbs,,Dublin City,within_settlement,3.55
268028013,Dublin city and suburbs,,Dublin City,within_settlement,3.91
268028014,Dublin city and suburbs,,Dublin City,within_settlement,3.73
268029001,Dublin city and suburbs,,Dublin City,within_settlement,3.17
268029002,Dublin city and suburbs,,Dublin City,within_settlement,3.17
268029003,Dublin city and suburbs,,Dublin City,within_settlement,3.33
268029004,Dublin city and suburbs,,Dublin City,within_settlement,3.36
268029005,Dublin city and suburbs,,Dublin City,within_settlement,3.34
268029006,Dublin city and suburbs,,Dublin City,within_settlement,3.28
268029007,Dublin city and suburbs,,Dublin City,within_settlement,3.17
268029008,Dublin city and suburbs,,Dublin City,within_settlement,3.16
268030001,Dublin city and suburbs,,Dublin City,within_settlement,2.89
268030002,Dublin city and suburbs,,Dublin City,within_settlement,2.97
268030003,Dublin city and suburbs,,Dublin City,within_settlement,3.03
268030004,Dublin city and suburbs,,Dublin City,within_settlement,3.21
268030005,Dublin city and suburbs,,Dublin City,within_settlement,3.8
268030006,Dublin city and suburbs,,Dublin City,within_settlement,2.83
268030007,Dublin city and suburbs,,Dublin City,within_settlement,2.85
268030008,Dublin city and suburbs,,Dublin City,within_settlement,3.01
268030009,Dublin city and suburbs,,Dublin City,within_settlement,3.14
268030010,Dublin city and suburbs,,Dublin City,within_settlement,3.3
268030011,Dublin city and suburbs,,Dublin City,within_settlement,3.18
268030012,Dublin city and suburbs,,Dublin City,within_settlement,4.47
268030013,Dublin city and suburbs,,Dublin City,within_settlement,4.26
268030014,Dublin city and suburbs,,Dublin City,within_settlement,3.67
268030015,Dublin city and suburbs,,Dublin City,within_settlement,3.87
268030016,Dublin city and suburbs,,Dublin City,within_settlement,2.79
268030017,Dublin city and suburbs,,Dublin City,within_settlement,2.76
268030018,Dublin city and suburbs,,Dublin City,within_settlement,2.74
268030019,Dublin city and suburbs,,Dublin City,within_settlement,2.85
268030020,Dublin city and suburbs,,Dublin City,within_settlement,2.78
268030021,Dublin city and suburbs,,Dublin City,within_settlement,2.68
268030022,Dublin city and suburbs,,Dublin City,within_settlement,3.08
268030023,Dublin city and suburbs,,Dublin City,within_settlement,3.02
268030024/268030025,Dublin city and suburbs,,Dublin City,within_settlement,2.85
268030026,Dublin city and suburbs,,Dublin City,within_settlement,3.29
268030027,Dublin city and suburbs,,Dublin City,within_settlement,3.46
268031001,Dublin city and suburbs,,Dublin City,within_settlement,2.86
268031002,Dublin city and suburbs,,Dublin City,within_settlement,2.86
268031003,Dublin city and suburbs,,Dublin City,within_settlement,2.95
268031004,Dublin city and suburbs,,Dublin City,within_settlement,3.05
268031005,Dublin city and suburbs,,Dublin City,within_settlement,3.18
268031006,Dublin city and suburbs,,Dublin City,within_settlement,3.24
268031007,Dublin city and suburbs,,Dublin City,within_settlement,3.5
268031008,Dublin city and suburbs,,Dublin City,within_settlement,3.38
268031009,Dublin city and suburbs,,Dublin City,within_settlement,3.33
268031010,Dublin city and suburbs,,Dublin City,within_settlement,3.25
268031011,Dublin city and suburbs,,Dublin City,within_settlement,3.0
268031012,Dublin city and suburbs,,Dublin City,within_settlement,2.79
268031013,Dublin city and suburbs,,Dublin City,within_settlement,2.88
268031014,Dublin city and suburbs,,Dublin City,within_settlement,3.19
268031015,Dublin city and suburbs,,Dublin City,within_settlement,3.01
268032001,Dublin city and suburbs,,Dublin City,within_settlement,2.44
268032002,Dublin city and suburbs,,Dublin City,within_settlement,2.54
268032003,Dublin city and suburbs,,Dublin City,within_settlement,2.7
268032004,Dublin city and suburbs,,Dublin City,within_settlement,2.73
268032005,Dublin city and suburbs,,Dublin City,within_settlement,2.62
268032006,Dublin city and suburbs,,Dublin City,within_settlement,2.55
268032007,Dublin city and suburbs,,Dublin City,within_settlement,2.57
268032008,Dublin city and suburbs,,Dublin City,within_settlement,2.33
268032009,Dublin city and suburbs,,Dublin City,within_settlement,2.59
268032010,Dublin city and suburbs,,Dublin City,within_settlement,2.39
268032011,Dublin city and suburbs,,Dublin City,within_settlement,2.36
268032012,Dublin city and suburbs,,Dublin City,within_settlement,2.63
268032013,Dublin city and suburbs,,Dublin City,within_settlement,2.45
268032014,Dublin city and suburbs,,Dublin City,within_settlement,2.69
268032015,Dublin city and suburbs,,Dublin City,within_settlement,2.6
268032016,Dublin city and suburbs,,Dublin City,within_settlement,2.29
268032017,Dublin city and suburbs,,Dublin City,within_settlement,2.22
268032018,Dublin city and suburbs,,Dublin City,within_settlement,2.17
268033001,Dublin city and suburbs,,Dublin City,within_settlement,3.84
268033002,Dublin city and suburbs,,Dublin City,within_settlement,3.99
268033003,Dublin city and suburbs,,Dublin City,within_settlement,4.07
268033004,Dublin city and suburbs,,Dublin City,within_settlement,4.2
268033005,Dublin city and suburbs,,Dublin City,within_settlement,4.15
268033006,Dublin city and suburbs,,Dublin City,within_settlement,4.59
268034001,Dublin city and suburbs,,Dublin City,within_settlement,4.04
268034002,Dublin city and suburbs,,Dublin City,within_settlement,3.9
268034003,Dublin city and suburbs,,Dublin City,within_settlement,3.67
268034004,Dublin city and suburbs,,Dublin City,within_settlement,3.71
268034005,Dublin city and suburbs,,Dublin City,within_settlement,3.85
268034006,Dublin city and suburbs,,Dublin City,within_settlement,3.75
268034007,Dublin city and suburbs,,Dublin City,within_settlement,3.99
268034008,Dublin city and suburbs,,Dublin City,within_settlement,3.82
268034009,Dublin city and suburbs,,Dublin City,within_settlement,3.62
268034010,Dublin city and suburbs,,Dublin City,within_settlement,3.6
268034011,Dublin city and suburbs,,Dublin City,within_settlement,3.55
268035001,Dublin city and suburbs,,Dublin City,within_settlement,3.09
268035002,Dublin city and suburbs,,Dublin City,within_settlement,3.32
268035003,Dublin city and suburbs,,Dublin City,within_settlement,3.17
268035004,Dublin city and suburbs,,Dublin City,within_settlement,2.95
268035005,Dublin city and suburbs,,Dublin City,within_settlement,3.53
268035006,Dublin city and suburbs,,Dublin City,within_settlement,3.52
268035007,Dublin city and suburbs,,Dublin City,within_settlement,3.42
268035008,Dublin city and suburbs,,Dublin City,within_settlement,3.33
268035009,Dublin city and suburbs,,Dublin City,within_settlement,3.54
268035010,Dublin city and suburbs,,Dublin City,within_settlement,3.27
268035011,Dublin city and suburbs,,Dublin City,within_settlement,3.51
268035012,Dublin city and suburbs,,Dublin City,within_settlement,3.19
268036001,Dublin city and suburbs,,Dublin City,within_settlement,2.91
268036002,Dublin city and suburbs,,Dublin City,within_settlement,2.75
268036003,Dublin city and suburbs,,Dublin City,within_settlement,3.08
268036004,Dublin city and suburbs,,Dublin City,within_settlement,2.94
268036005,Dublin city and suburbs,,Dublin City,within_settlement,2.58
268036006,Dublin city and suburbs,,Dublin City,within_settlement,2.85
268036007/01,Dublin city and suburbs,,Dublin City,within_settlement,2.58
268036007/02,Dublin city and suburbs,,Dublin City,within_settlement,2.71
268036008,Dublin city and suburbs,,Dublin City,within_settlement,3.11
268036009,Dublin city and suburbs,,Dublin City,within_settlement,3.13
268036010,Dublin city and suburbs,,Dublin City,within_settlement,3.26
268036011,Dublin city and suburbs,,Dublin City,within_settlement,3.11
268036012,Dublin city and suburbs,,Dublin City,within_settlement,3.33
268037001,Dublin city and suburbs,,Dublin City,within_settlement,5.27
268037002,Dublin city and suburbs,,Dublin City,within_settlement,4.8
268037003,Dublin city and suburbs,,Dublin City,within_settlement,4.08
268037004,Dublin city and suburbs,,Dublin City,within_settlement,4.0
268037005,Dublin city and suburbs,,Dublin City,within_settlement,4.03
268037006,Dublin city and suburbs,,Dublin City,within_settlement,4.55
268037007,Dublin city and suburbs,,Dublin City,within_settlement,4.33
268037008,Dublin city and suburbs,,Dublin City,within_settlement,4.89
268037009,Dublin city and suburbs,,Dublin City,within_settlement,4.51
268037010,Dublin city and suburbs,,Dublin City,within_settlement,4.84
268037011,Dublin city and suburbs,,Dublin City,within_settlement,4.78
268037012,Dublin city and suburbs,,Dublin City,within_settlement,5.04
268037013,Dublin city and suburbs,,Dublin City,within_settlement,4.53
268037014,Dublin city and suburbs,,Dublin City,within_settlement,4.64
268037015,Dublin city and suburbs,,Dublin City,within_settlement,4.6
268038001,Dublin city and suburbs,,Dublin City,within_settlement,6.7
268038002,Dublin city and suburbs,,Dublin City,within_settlement,6.39
268038003,Dublin city and suburbs,,Dublin City,within_settlement,6.8
268038004,Dublin city and suburbs,,Dublin City,within_settlement,6.63
268038005,Dublin city and suburbs,,Dublin City,within_settlement,6.65
268038006,Dublin city and suburbs,,Dublin City,within_settlement,6.38
268039001,Dublin city and suburbs,,Dublin City,within_settlement,5.8
268039002,Dublin city and suburbs,,Dublin City,within_settlement,5.78
268039003,Dublin city and suburbs,,Dublin City,within_settlement,5.82
268039004,Dublin city and suburbs,,Dublin City,within_settlement,6.07
268039005,Dublin city and suburbs,,Dublin City,within_settlement,5.9
268039006,Dublin city and suburbs,,Dublin City,within_settlement,5.89
268039007,Dublin city and suburbs,,Dublin City,within_settlement,5.58
268039008,Dublin city and suburbs,,Dublin City,within_settlement,5.55
268039009,Dublin city and suburbs,,Dublin City,within_settlement,5.66
268039010,Dublin city and suburbs,,Dublin City,within_settlement,5.31
268040001,Dublin city and suburbs,,Dublin City,within_settlement,5.85
268040002,Dublin city and suburbs,,Dublin City,within_settlement,6.06
268040003/01,Dublin city and suburbs,,Dublin City,within_settlement,6.43
268040004,Dublin city and suburbs,,Dublin City,within_settlement,6.65
268040005,Dublin city and suburbs,,Dublin City,within_settlement,5.77
268040006,Dublin city and suburbs,,Dublin City,within_settlement,6.04
268040007,Dublin city and suburbs,,Dublin City,within_settlement,5.16
268040008,Dublin city and suburbs,,Dublin City,within_settlement,5.59
268040009,Dublin city and suburbs,,Dublin City,within_settlement,5.1
268040010,Dublin city and suburbs,,Dublin City,within_settlement,5.26
268040011,Dublin city and suburbs,,Dublin City,within_settlement,5.75
268040012,Dublin city and suburbs,,Dublin City,within_settlement,5.44
268041001,Dublin city and suburbs,,Dublin City,within_settlement,7.69
268041002,Dublin city and suburbs,,Dublin City,within_settlement,7.79
268041003,Dublin city and suburbs,,Dublin City,within_settlement,7.88
268041004,Dublin city and suburbs,,Dublin City,within_settlement,7.61
268041005,Dublin city and suburbs,,Dublin City,within_settlement,7.84
268041006,Dublin city and suburbs,,Dublin City,within_settlement,7.84
268041007,Dublin city and suburbs,,Dublin City,within_settlement,7.72
268041008,Dublin city and suburbs,,Dublin City,within_settlement,8.18
268041009,Dublin city and suburbs,,Dublin City,within_settlement,8.08
268041010,Dublin city and suburbs,,Dublin City,within_settlement,8.25
268041011,Dublin city and suburbs,,Dublin City,within_settlement,8.36
268041012,Dublin city and suburbs,,Dublin City,within_settlement,7.2
268041013,Dublin city and suburbs,,Dublin City,within_settlement,7.43
268042001,Dublin city and suburbs,,Dublin City,within_settlement,6.33
268042002,Dublin city and suburbs,,Dublin City,within_settlement,6.29
268042003,Dublin city and suburbs,,Dublin City,within_settlement,6.43
268042004,Dublin city and suburbs,,Dublin City,within_settlement,6.52
268042005,Dublin city and suburbs,,Dublin City,within_settlement,6.37
268042006,Dublin city and suburbs,,Dublin City,within_settlement,6.7
268042007,Dublin city and suburbs,,Dublin City,within_settlement,6.92
268042008,Dublin city and suburbs,,Dublin City,within_settlement,6.65
268042009,Dublin city and suburbs,,Dublin City,within_settlement,6.75
268042010,Dublin city and suburbs,,Dublin City,within_settlement,6.6
268042011,Dublin city and suburbs,,Dublin City,within_settlement,7.06
268042012,Dublin city and suburbs,,Dublin City,within_settlement,7.23
268042013,Dublin city and suburbs,,Dublin City,within_settlement,6.97
268042014,Dublin city and suburbs,,Dublin City,within_settlement,7.27
268042015,Dublin city and suburbs,,Dublin City,within_settlement,7.39
268042016,Dublin city and suburbs,,Dublin City,within_settlement,7.52
268042017,Dublin city and suburbs,,Dublin City,within_settlement,8.34
268042018,Dublin city and suburbs,,Dublin City,within_settlement,6.54
268042019,Dublin city and suburbs,,Dublin City,within_settlement,6.41
268042020,Dublin city and suburbs,,Dublin City,within_settlement,6.81
268042021,Dublin city and suburbs,,Dublin City,within_settlement,7.05
268042022,Dublin city and suburbs,,Dublin City,within_settlement,7.08
268042023,Dublin city and suburbs,,Dublin City,within_settlement,6.91
268042024,Dublin city and suburbs,,Dublin City,within_settlement,7.17
268042025,Dublin city and suburbs,,Dublin City,within_settlement,7.38
268042026,Dublin city and suburbs,,Dublin City,within_settlement,7.08
268042027,Dublin city and suburbs,,Dublin City,within_settlement,6.78
268042028,Dublin city and suburbs,,Dublin City,within_settlement,6.87
268043001,Dublin city and suburbs,,Dublin City,within_settlement,6.07
268043002,Dublin city and suburbs,,Dublin City,within_settlement,6.19
268043003,Dublin city and suburbs,,Dublin City,within_settlement,5.65
268043004,Dublin city and suburbs,,Dublin City,within_settlement,5.62
268043005,Dublin city and suburbs,,Dublin City,within_settlement,5.91
268043006,Dublin city and suburbs,,Dublin City,within_settlement,5.96
268043007,Dublin city and suburbs,,Dublin City,within_settlement,6.17
268043008,Dublin city and suburbs,,Dublin City,within_settlement,6.57
268043009,Dublin city and suburbs,,Dublin City,within_settlement,6.4
268043010,Dublin city and suburbs,,Dublin City,within_settlement,6.24
268043011,Dublin city and suburbs,,Dublin City,within_settlement,6.11
268043012,Dublin city and suburbs,,Dublin City,within_settlement,6.46
268044001,Dublin city and suburbs,,Dublin City,within_settlement,6.18
268044002,Dublin city and suburbs,,Dublin City,within_settlement,5.98
268044003,Dublin city and suburbs,,Dublin City,within_settlement,5.48
268044004,Dublin city and suburbs,,Dublin City,within_settlement,5.59
268044005,Dublin city and suburbs,,Dublin City,within_settlement,5.72
268044006,Dublin city and suburbs,,Dublin City,within_settlement,5.57
268044007,Dublin city and suburbs,,Dublin City,within_settlement,5.75
268044008,Dublin city and suburbs,,Dublin City,within_settlement,5.27
268044009,Dublin city and suburbs,,Dublin City,within_settlement,5.35
268045001,Dublin city and suburbs,,Dublin City,within_settlement,6.43
268045002,Dublin city and suburbs,,Dublin City,within_settlement,6.74
268045003,Dublin city and suburbs,,Dublin City,within_settlement,6.95
268045004,Dublin city and suburbs,,Dublin City,within_settlement,6.68
268045005,Dublin city and suburbs,,Dublin City,within_settlement,6.77
268045006,Dublin city and suburbs,,Dublin City,within_settlement,6.56
268045007,Dublin city and suburbs,,Dublin City,within_settlement,6.62
268046001,Dublin city and suburbs,,Dublin City,within_settlement,6.46
