sa_2022_code,town_name,town_name_alt,county,method,distance_km
087021002,Castledermot,,Kildare,nearest_settlement,5.87
087022001,Castledermot,,Kildare,within_settlement,0.2
087022002,Castledermot,,Kildare,within_settlement,0.3
087022003,Castledermot,,Kildare,nearest_settlement,0.7
087022004,Castledermot,,Kildare,nearest_settlement,3.6
087022005,Castledermot,,Kildare,within_settlement,0.5
087022006,Castledermot,,Kildare,within_settlement,0.43
087023001/01,Celbridge,,Kildare,within_settlement,1.23
087023001/02,Celbridge,,Kildare,nearest_settlement,2.52
087023002,Celbridge,,Kildare,within_settlement,1.36
087023003,Celbridge,,Kildare,within_settlement,1.19
087023004,Celbridge,,Kildare,within_settlement,0.68
087023005,Celbridge,,Kildare,within_settlement,0.48
087023006,Celbridge,,Kildare,within_settlement,0.57
087023007,Celbridge,,Kildare,within_settlement,1.28
087023008,Celbridge,,Kildare,within_settlement,1.16
087023009/01,Celbridge,,Kildare,within_settlement,1.14
087023009/02,Celbridge,,Kildare,within_settlement,0.99
087023010,Celbridge,,Kildare,within_settlement,1.23
087023011,Celbridge,,Kildare,within_settlement,0.91
087023012,Celbridge,,Kildare,within_settlement,0.96
087023013,Celbridge,,Kildare,within_settlement,0.28
087023014,Celbridge,,Kildare,within_settlement,0.55
087023015,Celbridge,,Kildare,within_settlement,0.67
087023016,Celbridge,,Kildare,within_settlement,0.55
087023017,Celbridge,,Kildare,within_settlement,0.4
087023018,Celbridge,,Kildare,within_settlement,0.74
087023019,Celbridge,,Kildare,within_settlement,0.78
087023020,Celbridge,,Kildare,within_settlement,0.93
087023021,Celbridge,,Kildare,within_settlement,1.01
087023022,Celbridge,,Kildare,within_settlement,0.79
087023023,Celbridge,,Kildare,within_settlement,0.96
087023024,Celbridge,,Kildare,within_settlement,0.88
087023025,Celbridge,,Kildare,within_settlement,0.34
087023026,Celbridge,,Kildare,within_settlement,0.24
087023027,Celbridge,,Kildare,within_settlement,0.03
087023028,Celbridge,,Kildare,within_settlement,1.03
087023029,Celbridge,,Kildare,within_settlement,0.89
087023030,Celbridge,,Kildare,within_settlement,0.39
087023031,Celbridge,,Kildare,within_settlement,0.42
087023032,Celbridge,,Kildare,within_settlement,0.8
087023033,Celbridge,,Kildare,within_settlement,0.61
087023034,Celbridge,,Kildare,within_settlement,0.72
087023035,Celbridge,,Kildare,within_settlement,0.96
087023036,Celbridge,,Kildare,within_settlement,1.13
087023037,Celbridge,,Kildare,within_settlement,1.38
087023038,Celbridge,,Kildare,within_settlement,1.37
087023039,Celbridge,,Kildare,within_settlement,0.25
087023040,Celbridge,,Kildare,within_settlement,0.19
087023041,Celbridge,,Kildare,within_settlement,0.45
087023042,Celbridge,,Kildare,within_settlement,0.54
087023043,Celbridge,,Kildare,within_settlement,0.62
087023044/01,Celbridge,,Kildare,within_settlement,0.81
087023044/02,Celbridge,,Kildare,within_settlement,0.89
087023045,Celbridge,,Kildare,within_settlement,1.47
087023046,Celbridge,,Kildare,within_settlement,0.75
087023047,Celbridge,,Kildare,within_settlement,0.95
087023048,Celbridge,,Kildare,within_settlement,0.67
087023049,Celbridge,,Kildare,within_settlement,1.64
087023050/01,Leixlip,,Kildare,within_settlement,1.61
087023050/02,Celbridge,,Kildare,nearest_settlement,1.84
087024001,Athy,,Kildare,nearest_settlement,5.29
087024002,Kilberry,,Kildare,nearest_settlement,2.83
087025001,Clane,,Kildare,within_settlement,0.63
087025002,Clane,,Kildare,within_settlement,0.82
087025003,Clane,,Kildare,within_settlement,0.56
087025004,Clane,,Kildare,nearest_settlement,3.03
087025005,Clane,,Kildare,nearest_settlement,1.93
087025006/01,Clane,,Kildare,within_settlement,0.78
087025006/02,Clane,,Kildare,within_settlement,0.77
087025007,Clane,,Kildare,within_settlement,1.88
087025008,Clane,,Kildare,within_settlement,0.59
087025009,Clane,,Kildare,within_settlement,0.97
087025010,Clane,,Kildare,within_settlement,0.15
087025011,Clane,,Kildare,within_settlement,0.81
087025012,Clane,,Kildare,within_settlement,0.7
087025013,Clane,,Kildare,within_settlement,0.65
087025014,Clane,,Kildare,within_settlement,0.89
087025015,Clane,,Kildare,within_settlement,0.35
087025016,Clane,,Kildare,within_settlement,0.33
087025017,Clane,,Kildare,within_settlement,0.34
087025018,Clane,,Kildare,within_settlement,0.14
087025019,Clane,,Kildare,within_settlement,1.18
087025020,Clane,,Kildare,within_settlement,0.76
087025021,Clane,,Kildare,within_settlement,0.27
087025022,Clane,,Kildare,within_settlement,0.39
087025023,Clane,,Kildare,within_settlement,0.36
087025024,Clane,,Kildare,within_settlement,0.48
087025025,Clane,,Kildare,within_settlement,0.68
087025026,Clane,,Kildare,within_settlement,0.58
087025027,Clane,,Kildare,within_settlement,0.72
087025028,Clane,,Kildare,within_settlement,0.83
087026001,Kilcock,,Kildare,nearest_settlement,5.79
087026002,Kilcock,,Kildare,nearest_settlement,3.49
087026003,Kilcock,,Kildare,nearest_settlement,5.96
087026004,Johnstownbridge,,Kildare,nearest_settlement,5.39
087027001,Rathangan,,Kildare,nearest_settlement,4.34
087028001,Johnstownbridge,,Kildare,nearest_settlement,5.81
087028002,Rathcoffey,,Kildare,nearest_settlement,4.05
087029001,Straffan,,Kildare,nearest_settlement,3.61
087029002,Celbridge,,Kildare,nearest_settlement,2.64
087029003/01,Celbridge,,Kildare,within_settlement,1.44
087029003/02,Celbridge,,Kildare,within_settlement,1.93
087029004,Celbridge,,Kildare,within_settlement,0.73
087029005,Celbridge,,Kildare,within_settlement,0.76
087029006,Celbridge,,Kildare,within_settlement,1.01
087029007,Celbridge,,Kildare,within_settlement,0.81
087029008,Celbridge,,Kildare,within_settlement,1.08
087029009,Celbridge,,Kildare,within_settlement,1.06
087029010/01,Ballyoulster,,Kildare,within_settlement,0.49
087029010/02,Ballyoulster,,Kildare,within_settlement,0.49
087029011,Ballyoulster,,Kildare,nearest_settlement,0.55
087029012,Celbridge,,Kildare,within_settlement,0.89
087029013,Celbridge,,Kildare,within_settlement,0.96
087029014,Celbridge,,Kildare,within_settlement,1.17
087029015,Celbridge,,Kildare,within_settlement,1.25
087029016,Celbridge,,Kildare,within_settlement,1.4
087029017,Celbridge,,Kildare,within_settlement,1.3
087029018,Celbridge,,Kildare,within_settlement,1.49
087029019,Celbridge,,Kildare,within_settlement,1.5
087029020,Celbridge,,Kildare,within_settlement,1.38
087029021,Celbridge,,Kildare,within_settlement,1.18
087030001,Robertstown,,Kildare,nearest_settlement,2.89
087030002,Carragh,,Kildare,nearest_settlement,2.53
087030003,Sallins,,Kildare,nearest_settlement,2.84
087031001/01/087031001/087031007,Prosperous,,Kildare,nearest_settlement,1.87
087031001/02,Prosperous,,Kildare,within_settlement,0.47
087031002,Prosperous,,Kildare,within_settlement,0.2
087031003,Prosperous,,Kildare,within_settlement,0.17
087031004/01,Prosperous,,Kildare,within_settlement,0.59
087031004/02,Prosperous,,Kildare,nearest_settlement,1.43
087031005,Prosperous,,Kildare,within_settlement,0.2
087031006,Prosperous,,Kildare,within_settlement,0.33
087031008,Prosperous,,Kildare,within_settlement,0.44
087031009,Prosperous,,Kildare,within_settlement,0.59
087031010,Prosperous,,Kildare,nearest_settlement,1.21
087032001,Derrinturn,,Kildare,nearest_settlement,3.93
087033001,Newbridge,,Kildare,within_settlement,2.04
087033002,Newbridge,,Kildare,within_settlement,1.97
087033003,Newbridge,,Kildare,nearest_settlement,2.64
087033004,Athgarvan,,Kildare,within_settlement,0.09
087033005,Athgarvan,,Kildare,within_settlement,0.36
087033006,Athgarvan,,Kildare,within_settlement,0.42
087033007,Athgarvan,,Kildare,nearest_settlement,1.32
087033008,Athgarvan,,Kildare,within_settlement,0.65
087034001,Newbridge,,Kildare,within_settlement,0.42
087034002,Newbridge,,Kildare,within_settlement,0.94
087034003,Newbridge,,Kildare,within_settlement,1.03
087034004,Newbridge,,Kildare,within_settlement,0.71
087034005,Newbridge,,Kildare,within_settlement,0.96
087034006,Newbridge,,Kildare,within_settlement,0.68
087034007,Newbridge,,Kildare,within_settlement,0.78
087034008,Newbridge,,Kildare,within_settlement,0.21
087034009,Newbridge,,Kildare,within_settlement,0.42
087034010,Newbridge,,Kildare,within_settlement,0.12
087034011,Newbridge,,Kildare,within_settlement,0.92
087034012,Newbridge,,Kildare,within_settlement,1.23
087034013,Newbridge,,Kildare,within_settlement,1.09
087034014,Newbridge,,Kildare,within_settlement,0.81
087034015,Newbridge,,Kildare,within_settlement,0.84
087034016,Newbridge,,Kildare,within_settlement,0.5
087034017,Newbridge,,Kildare,within_settlement,0.83
087034018,Newbridge,,Kildare,within_settlement,0.69
087034019,Newbridge,,Kildare,within_settlement,0.73
087034020,Newbridge,,Kildare,within_settlement,0.56
087034021,Newbridge,,Kildare,within_settlement,0.46
087034022,Newbridge,,Kildare,within_settlement,0.23
087034023,Newbridge,,Kildare,within_settlement,0.24
087034024,Newbridge,,Kildare,within_settlement,1.18
087034025,Newbridge,,Kildare,within_settlement,1.34
087034026,Newbridge,,Kildare,within_settlement,0.6
087034027,Newbridge,,Kildare,within_settlement,0.52
087034028,Newbridge,,Kildare,within_settlement,0.6
087034029,Newbridge,,Kildare,within_settlement,0.59
087034030,Newbridge,,Kildare,within_settlement,0.42
087034031,Newbridge,,Kildare,within_settlement,0.55
087035001,Johnstownbridge,,Kildare,nearest_settlement,2.75
087035002,Johnstownbridge,,Kildare,nearest_settlement,2.67
087036001,Ballyroe,,Kildare,nearest_settlement,4.83
087036002,Castledermot,,Kildare,nearest_settlement,5.36
087037001,Kildare,,Kildare,nearest_settlement,4.27
087038001,Kilmeage,,Kildare,nearest_settlement,5.03
087038002,Milltown,,Kildare,within_settlement,152.7
087039001,Kilmead,,Kildare,nearest_settlement,2.37
087040001,Kill,,Kildare,nearest_settlement,1.35
087040002,Brannockstown,,Kildare,within_settlement,0.0
087040003,Kill,,Kildare,nearest_settlement,1.74
087041001,Castledermot,,Kildare,within_settlement,0.59
087041002,Castledermot,,Kildare,nearest_settlement,4.57
087041003,Castledermot,,Kildare,nearest_settlement,2.06
087042001,Ballyroe,,Kildare,nearest_settlement,1.68
087042002/01,Ballyroe,,Kildare,nearest_settlement,1.58
087042002/02,Ballyroe,,Kildare,within_settlement,0.0
087043001/087043002,Nurney,,Kildare,nearest_settlement,2.44
087044001,Narraghmore,,Kildare,nearest_settlement,3.53
087045001,Castledermot,,Kildare,nearest_settlement,2.33
087046001/01,Kilberry,,Kildare,nearest_settlement,1.34
087046001/02,Kilberry,,Kildare,within_settlement,0.0
087047001/01,Kilcock,,Kildare,nearest_settlement,1.2
087047001/02,Kilcock,,Kildare,nearest_settlement,3.27
087047002/01,Kilcock,,Kildare,within_settlement,0.59
087047002/02,Kilcock,,Kildare,within_settlement,1.02
087047003/01,Kilcock,,Kildare,within_settlement,0.54
087047003/02,Kilcock,,Kildare,within_settlement,0.72
087047003/03,Kilcock,,Kildare,within_settlement,0.69
087047003/04,Kilcock,,Kildare,within_settlement,0.83
087047004,Kilcock,,Kildare,within_settlement,0.25
087047005/01,Kilcock,,Kildare,within_settlement,0.77
087047005/02,Kilcock,,Kildare,within_settlement,0.47
087047006,Kilcock,,Kildare,within_settlement,0.4
087047007,Kilcock,,Kildare,within_settlement,0.31
087047008,Kilcock,,Kildare,within_settlement,0.63
087047009,Kilcock,,Kildare,within_settlement,0.41
087047010,Kilcock,,Kildare,within_settlement,0.27
087047011,Kilcock,,Kildare,within_settlement,0.52
087047012,Kilcock,,Kildare,within_settlement,0.7
087047013,Kilcock,,Kildare,within_settlement,0.59
087047014,Kilcock,,Kildare,within_settlement,0.43
087047015,Kilcock,,Kildare,within_settlement,0.67
087047016,Kilcock,,Kildare,within_settlement,0.03
087047017,Kilcock,,Kildare,within_settlement,0.3
087047018,Kilcock,,Kildare,within_settlement,0.35
087047019,Kilcock,,Kildare,within_settlement,1.05
087047020,Kilcock,,Kildare,within_settlement,0.84
087047021,Kilcock,,Kildare,within_settlement,0.78
087047022,Kilcock,,Kildare,within_settlement,1.03
087047023/087047024,Kilcock,,Kildare,within_settlement,0.77
087048001,Kilcullen,,Kildare,within_settlement,0.97
087048002,Kilcullen,,Kildare,nearest_settlement,1.73
087048003,Kilcullen,,Kildare,nearest_settlement,3.32
087048004,Kilcullen,,Kildare,nearest_settlement,1.21
087048005,Kilcullen,,Kildare,within_settlement,0.46
087048006,Kilcullen,,Kildare,within_settlement,0.19
087048007,Kilcullen,,Kildare,within_settlement,0.53
087048008,Kilcullen,,Kildare,within_settlement,0.44
087048009,Kilcullen,,Kildare,within_settlement,0.83
087048010,Kilcullen,,Kildare,within_settlement,0.86
087048011,Kilcullen,,Kildare,within_settlement,0.75
087048012,Kilcullen,,Kildare,within_settlement,0.56
087048013,Kilcullen,,Kildare,within_settlement,1.0
087049001,Kildangan,,Kildare,nearest_settlement,3.1
087049002,Kildangan,,Kildare,within_settlement,0.21
087050001,Kildare,,Kildare,nearest_settlement,3.39
087050002,Kildare,,Kildare,nearest_settlement,2.17
087050003,Kildare,,Kildare,within_settlement,1.04
087050004,Kildare,,Kildare,within_settlement,0.57
087050005,Kildare,,Kildare,nearest_settlement,2.2
087050006,Kildare,,Kildare,within_settlement,1.06
087050007,Kildare,,Kildare,within_settlement,0.9
087050008,Kildare,,Kildare,within_settlement,0.53
087050009,Kildare,,Kildare,within_settlement,0.26
087050010,Kildare,,Kildare,within_settlement,0.15
087050011,Kildare,,Kildare,within_settlement,0.39
087050012,Kildare,,Kildare,within_settlement,0.22
087050013,Kildare,,Kildare,within_settlement,0.52
087050014,Kildare,,Kildare,within_settlement,0.81
087050015,Kildare,,Kildare,within_settlement,0.6
087050016,Kildare,,Kildare,within_settlement,0.66
087050017,Kildare,,Kildare,within_settlement,0.39
087050018,Kildare,,Kildare,within_settlement,0.72
087050019,Kildare,,Kildare,within_settlement,0.78
087050020,Kildare,,Kildare,within_settlement,1.21
087050021,Kildare,,Kildare,within_settlement,0.77
087050022,Kildare,,Kildare,within_settlement,0.79
087050023,Kildare,,Kildare,within_settlement,0.15
087050024,Kildare,,Kildare,within_settlement,0.54
087050025/01,Kildare,,Kildare,within_settlement,0.85
087050025/02,Kildare,,Kildare,within_settlement,0.81
087050026,Kildare,,Kildare,within_settlement,0.59
087050027,Kildare,,Kildare,within_settlement,0.71
087050028,Kildare,,Kildare,within_settlement,0.83
087050029,Kildare,,Kildare,within_settlement,0.34
087050030,Kildare,,Kildare,within_settlement,0.89
087050031,Kildare,,Kildare,within_settlement,0.73
087050032/01,Kildare,,Kildare,within_settlement,0.78
087050032/02,Kildare,,Kildare,within_settlement,0.79
087050032/03,Kildare,,Kildare,within_settlement,1.21
087051001,Ballyroe,,Kildare,nearest_settlement,3.8
087051002,Ballyroe,,Kildare,nearest_settlement,2.52
087052001,Kill,,Kildare,within_settlement,16.86
087052002,Kill,,Kildare,within_settlement,16.96
087052003,Kill,,Kildare,within_settlement,17.27
087052004,Kill,,Kildare,within_settlement,16.89
087052005,Kill,,Kildare,within_settlement,17.33
087052006,Kill,,Kildare,within_settlement,17.08
087052007,Kill,,Kildare,within_settlement,17.11
087052008,Kill,,Kildare,within_settlement,17.46
087052009,Kill,,Kildare,within_settlement,17.57
087052010,Kill,,Kildare,within_settlement,17.72
087052011,Kill,,Kildare,within_settlement,17.79
087052012/01,Kill,,Kildare,within_settlement,16.35
087052012/02,Kill,,Kildare,within_settlement,16.61
087052013,Sallins,,Kildare,nearest_settlement,4.57
087052014,Johnstown,,Kildare,within_settlement,27.41
087052015,Johnstown,,Kildare,within_settlement,27.04
087052016,Johnstown,,Kildare,within_settlement,27.77
087052017,Johnstown,,Kildare,within_settlement,27.59
087053001,Two Mile House,,Kildare,nearest_settlement,4.2
087054001/01,Rathangan,,Kildare,nearest_settlement,3.0
087054001/02,Rathangan,,Kildare,within_settlement,0.77
087055001,Allenwood,,Kildare,nearest_settlement,3.07
087055002,Allenwood,,Kildare,nearest_settlement,1.94
087055003,Allenwood,,Kildare,nearest_settlement,3.22
087055004,Allenwood,,Kildare,within_settlement,0.29
087055005,Allenwood,,Kildare,within_settlement,0.3
087055006,Allenwood,,Kildare,within_settlement,0.8
087055007/01,Allenwood,,Kildare,within_settlement,0.64
087055007/02,Allenwood,,Kildare,nearest_settlement,1.62
087056002,Kilmeage,,Kildare,within_settlement,0.42
087056003,Kilmeage,,Kildare,within_settlement,0.5
087056004,Kilmeage,,Kildare,within_settlement,0.26
087056005/01,Kilmeage,,Kildare,nearest_settlement,1.11
087056005/02,Allenwood,,Kildare,within_settlement,1.35
087056005/03,Kilmeage,,Kildare,nearest_settlement,3.34
087056005/04/087056001,Kilmeage,,Kildare,nearest_settlement,1.68
087056006,Robertstown,,Kildare,within_settlement,0.23
087057001,Derrinturn,,Kildare,nearest_settlement,4.52
087057002,Derrinturn,,Kildare,nearest_settlement,4.02
087058001,Derrinturn,,Kildare,nearest_settlement,6.72
087058002,Derrinturn,,Kildare,nearest_settlement,9.04
087059001,Suncroft,,Kildare,nearest_settlement,3.81
087059002,Suncroft,,Kildare,nearest_settlement,1.81
087060001,Kilteel,,Kildare,within_settlement,0.0
087060002,Kilteel,,Kildare,nearest_settlement,0.56
087061001,Monasterevin,,Kildare,nearest_settlement,4.3
087061002,Monasterevin,,Kildare,nearest_settlement,4.32
087062001,Carragh,,Kildare,nearest_settlement,3.46
087062002,Two Mile House,,Kildare,nearest_settlement,2.15
087062003,Two Mile House,,Kildare,within_settlement,0.0
087064001,Leixlip,,Kildare,within_settlement,0.9
087064002,Leixlip,,Kildare,within_settlement,0.18
087064003,Leixlip,,Kildare,within_settlement,0.05
087064004,Leixlip,,Kildare,within_settlement,0.39
087064005,Leixlip,,Kildare,within_settlement,1.42
087064006,Leixlip,,Kildare,within_settlement,1.41
087064007,Leixlip,,Kildare,within_settlement,1.24
087064008,Leixlip,,Kildare,within_settlement,1.11
087064009/01,Leixlip,,Kildare,within_settlement,1.4
087064009/02,Leixlip,,Kildare,within_settlement,1.19
087064009/03,Leixlip,,Kildare,within_settlement,1.19
087064010,Leixlip,,Kildare,within_settlement,1.57
087064011,Leixlip,,Kildare,within_settlement,1.27
087064012,Leixlip,,Kildare,within_settlement,0.67
087064013,Leixlip,,Kildare,within_settlement,0.82
087064014,Leixlip,,Kildare,within_settlement,1.01
087064015,Leixlip,,Kildare,within_settlement,1.19
087064016,Leixlip,,Kildare,within_settlement,0.25
087064017,Leixlip,,Kildare,within_settlement,0.69
087064018,Leixlip,,Kildare,within_settlement,0.8
087064019,Leixlip,,Kildare,within_settlement,0.91
087064020,Leixlip,,Kildare,within_settlement,1.08
087064021,Leixlip,,Kildare,within_settlement,1.19
087064022,Leixlip,,Kildare,within_settlement,0.98
087064023,Leixlip,,Kildare,within_settlement,1.16
087064024,Leixlip,,Kildare,within_settlement,0.92
087064025,Leixlip,,Kildare,within_settlement,0.38
087064026,Leixlip,,Kildare,within_settlement,0.65
087064027,Leixlip,,Kildare,within_settlement,0.26
087064028,Leixlip,,Kildare,within_settlement,0.5
087064029,Leixlip,,Kildare,within_settlement,0.48
087064030,Leixlip,,Kildare,within_settlement,0.66
087064031,Leixlip,,Kildare,within_settlement,0.61
087064032,Leixlip,,Kildare,within_settlement,0.41
087064033,Leixlip,,Kildare,within_settlement,0.38
087064034,Leixlip,,Kildare,within_settlement,0.46
087064035/01,Leixlip,,Kildare,within_settlement,0.8
087064035/02,Leixlip,,Kildare,within_settlement,0.84
087064035/03,Leixlip,,Kildare,within_settlement,0.76
087064036,Leixlip,,Kildare,within_settlement,0.54
087064037,Leixlip,,Kildare,within_settlement,0.55
087064038,Leixlip,,Kildare,within_settlement,0.4
087064039,Leixlip,,Kildare,within_settlement,0.54
087064040,Leixlip,,Kildare,within_settlement,1.0
087064041,Leixlip,,Kildare,within_settlement,0.87
087064042,Leixlip,,Kildare,within_settlement,0.63
087064043,Leixlip,,Kildare,within_settlement,0.74
087064044,Leixlip,,Kildare,within_settlement,1.13
087064045,Leixlip,,Kildare,within_settlement,0.99
087064046,Leixlip,,Kildare,within_settlement,1.11
087064047,Leixlip,,Kildare,within_settlement,1.67
087064048,Leixlip,,Kildare,within_settlement,1.59
087064049,Leixlip,,Kildare,nearest_settlement,1.63
087064050,Leixlip,,Kildare,within_settlement,1.77
087064051/01,Leixlip,,Kildare,within_settlement,1.05
087064051/02,Leixlip,,Kildare,within_settlement,1.35
087064052,Leixlip,,Kildare,nearest_settlement,1.11
087065001,Rathangan,,Kildare,nearest_settlement,6.53
087066001,Maynooth,,Kildare,within_settlement,0.31
087066002,Maynooth,,Kildare,within_settlement,1.11
087066003,Maynooth,,Kildare,within_settlement,0.36
087066004,Maynooth,,Kildare,within_settlement,1.01
087066005,Maynooth,,Kildare,within_settlement,0.51
087066006/01,Maynooth,,Kildare,within_settlement,1.44
087066006/02,Maynooth,,Kildare,within_settlement,1.16
087066007,Maynooth,,Kildare,within_settlement,0.7
087066008,Maynooth,,Kildare,within_settlement,0.85
087066009,Maynooth,,Kildare,within_settlement,0.91
087066010,Maynooth,,Kildare,within_settlement,0.71
087066011,Maynooth,,Kildare,within_settlement,0.81
087066012,Maynooth,,Kildare,within_settlement,0.73
087066013,Maynooth,,Kildare,within_settlement,0.54
087066014,Maynooth,,Kildare,within_settlement,0.71
087066015,Maynooth,,Kildare,within_settlement,0.82
087066016,Maynooth,,Kildare,within_settlement,0.92
087066017,Maynooth,,Kildare,within_settlement,0.59
087066018,Maynooth,,Kildare,within_settlement,1.31
087066019,Maynooth,,Kildare,within_settlement,1.06
087066020,Maynooth,,Kildare,within_settlement,0.77
087066021,Maynooth,,Kildare,within_settlement,0.38
087066022,Maynooth,,Kildare,within_settlement,0.95
087066023,Maynooth,,Kildare,within_settlement,0.72
087066024/01,Maynooth,,Kildare,within_settlement,0.77
087066024/02,Maynooth,,Kildare,within_settlement,0.92
087066024/03,Maynooth,,Kildare,within_settlement,1.09
087066024/04,Maynooth,,Kildare,within_settlement,1.17
087066025,Maynooth,,Kildare,within_settlement,0.99
087066026,Maynooth,,Kildare,within_settlement,1.12
087066027,Maynooth,,Kildare,within_settlement,1.02
087066028,Maynooth,,Kildare,within_settlement,0.94
087066029/01,Maynooth,,Kildare,within_settlement,1.11
087066029/02,Maynooth,,Kildare,within_settlement,1.29
087066030,Maynooth,,Kildare,within_settlement,1.3
087066031,Maynooth,,Kildare,within_settlement,0.23
087066032,Maynooth,,Kildare,within_settlement,0.61
087066034,Maynooth,,Kildare,within_settlement,0.4
087066035,Maynooth,,Kildare,within_settlement,1.45
087066036,Maynooth,,Kildare,nearest_settlement,2.16
087066037/087066038,Maynooth,,Kildare,nearest_settlement,1.41
087066039,Maynooth,,Kildare,within_settlement,0.97
087066040,Maynooth,,Kildare,within_settlement,1.39
087066041,Maynooth,,Kildare,within_settlement,1.6
087066042,Maynooth,,Kildare,within_settlement,1.44
087066043/01,Maynooth,,Kildare,within_settlement,1.31
087066043/02,Maynooth,,Kildare,within_settlement,1.48
087066044,Maynooth,,Kildare,within_settlement,0.57
087066045/01,Maynooth,,Kildare,within_settlement,0.76
087066045/02,Maynooth,,Kildare,within_settlement,0.99
087066046/01,Maynooth,,Kildare,within_settlement,0.75
087066046/02,Maynooth,,Kildare,within_settlement,1.15
087066046/03,Maynooth,,Kildare,within_settlement,1.35
087066046/04,Maynooth,,Kildare,within_settlement,1.07
087066047/01,Maynooth,,Kildare,within_settlement,1.08
087066047/02,Maynooth,,Kildare,within_settlement,0.93
087066048,Maynooth,,Kildare,within_settlement,1.25
087066049,Maynooth,,Kildare,nearest_settlement,3.3
087067001,Monasterevin,,Kildare,within_settlement,1.1
087067002,Monasterevin,,Kildare,within_settlement,0.41
087067003,Monasterevin,,Kildare,within_settlement,0.54
087067004,Monasterevin,,Kildare,within_settlement,0.22
087067005,Monasterevin,,Kildare,within_settlement,0.6
087067006,Monasterevin,,Kildare,within_settlement,0.68
087067007,Monasterevin,,Kildare,within_settlement,0.11
087067008/01,Monasterevin,,Kildare,nearest_settlement,0.98
087067008/02,Monasterevin,,Kildare,within_settlement,1.0
087067009,Monasterevin,,Kildare,within_settlement,0.47
087067010,Monasterevin,,Kildare,within_settlement,0.76
087067011,Monasterevin,,Kildare,within_settlement,0.75
087067012,Monasterevin,,Kildare,within_settlement,0.43
087067013/01,Monasterevin,,Kildare,within_settlement,0.5
087067013/02,Monasterevin,,Kildare,within_settlement,0.52
087067014,Monasterevin,,Kildare,within_settlement,0.56
087067015/01,Monasterevin,,Kildare,within_settlement,0.82
087067015/02,Monasterevin,,Kildare,within_settlement,0.79
087067015/03,Monasterevin,,Kildare,within_settlement,1.02
087067016,Kildangan,,Kildare,nearest_settlement,2.82
087067017,Monasterevin,,Kildare,within_settlement,1.07
087067018,Monasterevin,,Kildare,within_settlement,1.11
087068001,Ballitore,,Kildare,nearest_settlement,2.64
087069001,Newbridge,,Kildare,within_settlement,2.14
087069002,Newbridge,,Kildare,within_settlement,1.06
087069003,Newbridge,,Kildare,within_settlement,1.18
087069004,Newbridge,,Kildare,within_settlement,1.53
087069005,Newbridge,,Kildare,within_settlement,1.04
087069006/01,Newbridge,,Kildare,within_settlement,1.71
087069006/02,Newbridge,,Kildare,within_settlement,1.13
087069007,Newbridge,,Kildare,within_settlement,1.43
087069008/01,Newbridge,,Kildare,within_settlement,0.95
087069008/02,Newbridge,,Kildare,within_settlement,1.19
087069008/03,Newbridge,,Kildare,nearest_settlement,1.9
087069009,Newbridge,,Kildare,within_settlement,1.14
087069010/01,Newbridge,,Kildare,nearest_settlement,3.12
087069010/02,Milltown,,Kildare,within_settlement,153.43
087069011,Newbridge,,Kildare,within_settlement,0.87
087069012,Newbridge,,Kildare,within_settlement,0.62
087069013,Newbridge,,Kildare,within_settlement,1.19
087069014,Newbridge,,Kildare,within_settlement,1.23
087069015,Newbridge,,Kildare,within_settlement,0.57
087069016/01,Newbridge,,Kildare,within_settlement,1.58
087069016/02,Newbridge,,Kildare,within_settlement,1.51
087069017,Newbridge,,Kildare,within_settlement,1.81
087069018,Newbridge,,Kildare,within_settlement,1.21
087069019,Newbridge,,Kildare,within_settlement,1.18
087069020,Newbridge,,Kildare,within_settlement,0.88
087069021,Newbridge,,Kildare,within_settlement,0.93
087069022,Newbridge,,Kildare,within_settlement,0.8
087069023,Newbridge,,Kildare,within_settlement,1.13
087069024,Newbridge,,Kildare,within_settlement,1.44
087069025,Newbridge,,Kildare,within_settlement,1.01
087069026,Newbridge,,Kildare,within_settlement,1.01
087069027,Newbridge,,Kildare,within_settlement,1.4
087069028,Newbridge,,Kildare,within_settlement,1.54
087069029,Newbridge,,Kildare,within_settlement,1.3
087069030,Newbridge,,Kildare,within_settlement,1.3
087069031,Newbridge,,Kildare,within_settlement,0.78
087069032,Newbridge,,Kildare,within_settlement,0.73
087069033,Newbridge,,Kildare,within_settlement,1.07
087069034,Newbridge,,Kildare,within_settlement,0.97
087069035,Newbridge,,Kildare,within_settlement,1.11
087069036,Newbridge,,Kildare,within_settlement,0.92
087069037,Newbridge,,Kildare,within_settlement,0.87
087069038,Newbridge,,Kildare,within_settlement,0.88
087069039,Newbridge,,Kildare,within_settlement,1.29
087069040,Newbridge,,Kildare,within_settlement,1.66
087069041,Newbridge,,Kildare,within_settlement,1.73
087069042,Newbridge,,Kildare,within_settlement,2.27
087069043,Newbridge,,Kildare,within_settlement,2.25
087069044,Newbridge,,Kildare,within_settlement,1.28
087069045,Newbridge,,Kildare,within_settlement,1.13
087069046,Newbridge,,Kildare,within_settlement,1.46
087069047,Newbridge,,Kildare,within_settlement,1.45
087069048,Newbridge,,Kildare,within_settlement,1.68
087069049,Newbridge,,Kildare,within_settlement,2.28
087069050,Newbridge,,Kildare,within_settlement,1.44
087070001,Naas,,Kildare,nearest_settlement,1.97
