sa_pub2022,ed_id_str,ed_name,deprivation_score
267103008,267103,LUCAN-St. HELENS,8.53
267103009,267103,LUCAN-St. HELENS,8.53
267103010,267103,LUCAN-St. HELENS,8.53
267103011,267103,LUCAN-St. HELENS,8.53
267103012/01,267103,LUCAN-St. HELENS,8.53
267103012/02,267103,LUCAN-St. HELENS,8.53
267103013,267103,LUCAN-St. HELENS,8.53
267103014,267103,LUCAN-St. HELENS,8.53
267103015,267103,LUCAN-St. HELENS,8.53
267103016/01,267103,LUCAN-St. HELENS,8.53
267103016/02,267103,LUCAN-St. HELENS,8.53
267103016/03,267103,LUCAN-St. HELENS,8.53
267103017,267103,LUCAN-St. HELENS,8.53
267103018,267103,LUCAN-St. HELENS,8.53
267103019,267103,LUCAN-St. HELENS,8.53
267103020,267103,LUCAN-St. HELENS,8.53
267103021,267103,LUCAN-St. HELENS,8.53
267103022,267103,LUCAN-St. HELENS,8.53
267103023,267103,LUCAN-St. HELENS,8.53
267103024,267103,LUCAN-St. HELENS,8.53
267103025,267103,LUCAN-St. HELENS,8.53
267103026,267103,LUCAN-St. HELENS,8.53
267103027,267103,LUCAN-St. HELENS,8.53
267103028,267103,LUCAN-St. HELENS,8.53
267103029,267103,LUCAN-St. HELENS,8.53
267103030,267103,LUCAN-St. HELENS,8.53
267103031,267103,LUCAN-St. HELENS,8.53
267104001,267104,LUSK,2.77
267104002,267104,LUSK,2.77
267104003,267104,LUSK,2.77
267104004,267104,LUSK,2.77
267104005,267104,LUSK,2.77
267104006,267104,LUSK,2.77
267104007,267104,LUSK,2.77
267104008,267104,LUSK,2.77
267104009,267104,LUSK,2.77
267104010/01,267104,LUSK,2.77
267104010/02,267104,LUSK,2.77
267104011,267104,LUSK,2.77
267104012,267104,LUSK,2.77
267104013,267104,LUSK,2.77
267104014,267104,LUSK,2.77
267104015/01,267104,LUSK,2.77
267104015/02,267104,LUSK,2.77
267104016,267104,LUSK,2.77
267104017/01,267104,LUSK,2.77
267104017/02,267104,LUSK,2.77
267104018,267104,LUSK,2.77
267104019,267104,LUSK,2.77
267104020,267104,LUSK,2.77
267104021,267104,LUSK,2.77
267104022,267104,LUSK,2.77
267104023,267104,LUSK,2.77
267104024,267104,LUSK,2.77
267104025,267104,LUSK,2.77
267104026,267104,LUSK,2.77
267104027,267104,LUSK,2.77
267105001,267105,MALAHIDE EAST,9.61
267105002,267105,MALAHIDE EAST,9.61
267105003,267105,MALAHIDE EAST,9.61
267105004,267105,MALAHIDE EAST,9.61
267105005,267105,MALAHIDE EAST,9.61
267105006,267105,MALAHIDE EAST,9.61
267105007,267105,MALAHIDE EAST,9.61
267105008,267105,MALAHIDE EAST,9.61
267105009,267105,MALAHIDE EAST,9.61
267105010,267105,MALAHIDE EAST,9.61
267105011,267105,MALAHIDE EAST,9.61
267105012/01,267105,MALAHIDE EAST,9.61
267105012/02,267105,MALAHIDE EAST,9.61
267105012/03,267105,MALAHIDE EAST,9.61
267105013,267105,MALAHIDE EAST,9.61
267105014/01,267105,MALAHIDE EAST,9.61
267105014/02,267105,MALAHIDE EAST,9.61
267105015,267105,MALAHIDE EAST,9.61
267105016,267105,MALAHIDE EAST,9.61
267105017/01,267105,MALAHIDE EAST,9.61
267105017/02,267105,MALAHIDE EAST,9.61
267105018,267105,MALAHIDE EAST,9.61
267105019,267105,MALAHIDE EAST,9.61
267105020,267105,MALAHIDE EAST,9.61
267105021,267105,MALAHIDE EAST,9.61
267105022,267105,MALAHIDE EAST,9.61
267105023,267105,MALAHIDE EAST,9.61
267105024,267105,MALAHIDE EAST,9.61
267105025,267105,MALAHIDE EAST,9.61
267105026,267105,MALAHIDE EAST,9.61
267105027/267105028,267105,MALAHIDE EAST,9.61
267106001,267106,MALAHIDE WEST,9.0
267106002,267106,MALAHIDE WEST,9.0
267106003,267106,MALAHIDE WEST,9.0
267106004,267106,MALAHIDE WEST,9.0
267106005,267106,MALAHIDE WEST,9.0
267106006,267106,MALAHIDE WEST,9.0
267106007,267106,MALAHIDE WEST,9.0
267106008,267106,MALAHIDE WEST,9.0
267106009,267106,MALAHIDE WEST,9.0
267106010,267106,MALAHIDE WEST,9.0
267106011,267106,MALAHIDE WEST,9.0
267106013,267106,MALAHIDE WEST,9.0
267106014,267106,MALAHIDE WEST,9.0
267106015/267106012,267106,MALAHIDE WEST,9.0
267106016,267106,MALAHIDE WEST,9.0
267106018,267106,MALAHIDE WEST,9.0
267106019,267106,MALAHIDE WEST,9.0
267106020,267106,MALAHIDE WEST,9.0
267106021,267106,MALAHIDE WEST,9.0
267106022,267106,MALAHIDE WEST,9.0
267106023,267106,MALAHIDE WEST,9.0
267107001,267107,NEWCASTLE,2.39
267107002/267112005,267107,NEWCASTLE,2.39
267107003,267107,NEWCASTLE,2.39
267107004/01,267107,NEWCASTLE,2.39
267107004/02,267107,NEWCASTLE,2.39
267107004/03,267107,NEWCASTLE,2.39
267107005/01,267107,NEWCASTLE,2.39
267107005/02,267107,NEWCASTLE,2.39
267107006/267107007,267107,NEWCASTLE,2.39
267107008,267107,NEWCASTLE,2.39
267107009,267107,NEWCASTLE,2.39
267107010,267107,NEWCASTLE,2.39
267107011,267107,NEWCASTLE,2.39
267107012,267107,NEWCASTLE,2.39
267107013,267107,NEWCASTLE,2.39
267108001,267108,PALMERSTON VILLAGE,-1.41
267108002,267108,PALMERSTON VILLAGE,-1.41
267108003,267108,PALMERSTON VILLAGE,-1.41
267108004,267108,PALMERSTON VILLAGE,-1.41
267108005,267108,PALMERSTON VILLAGE,-1.41
267108006,267108,PALMERSTON VILLAGE,-1.41
267108007,267108,PALMERSTON VILLAGE,-1.41
267108008,267108,PALMERSTON VILLAGE,-1.41
267108009,267108,PALMERSTON VILLAGE,-1.41
267108010,267108,PALMERSTON VILLAGE,-1.41
267108011,267108,PALMERSTON VILLAGE,-1.41
267108012,267108,PALMERSTON VILLAGE,-1.41
267108013,267108,PALMERSTON VILLAGE,-1.41
267108014,267108,PALMERSTON VILLAGE,-1.41
267108015,267108,PALMERSTON VILLAGE,-1.41
267108016,267108,PALMERSTON VILLAGE,-1.41
267109001,267109,PALMERSTON WEST,-10.14
267109002,267109,PALMERSTON WEST,-10.14
267109003,267109,PALMERSTON WEST,-10.14
267109004,267109,PALMERSTON WEST,-10.14
267109005/01,267109,PALMERSTON WEST,-10.14
267109005/02,267109,PALMERSTON WEST,-10.14
267109006,267109,PALMERSTON WEST,-10.14
267109007,267109,PALMERSTON WEST,-10.14
267109008,267109,PALMERSTON WEST,-10.14
267109009,267109,PALMERSTON WEST,-10.14
267109010,267109,PALMERSTON WEST,-10.14
267109011,267109,PALMERSTON WEST,-10.14
267109012,267109,PALMERSTON WEST,-10.14
267109013,267109,PALMERSTON WEST,-10.14
267109014,267109,PALMERSTON WEST,-10.14
267109015,267109,PALMERSTON WEST,-10.14
267109016,267109,PALMERSTON WEST,-10.14
267109017,267109,PALMERSTON WEST,-10.14
267109018,267109,PALMERSTON WEST,-10.14
267109019,267109,PALMERSTON WEST,-10.14
267110001,267110,PORTMARNOCK NORTH,4.04
267110002,267110,PORTMARNOCK NORTH,4.04
267110003,267110,PORTMARNOCK NORTH,4.04
267110004,267110,PORTMARNOCK NORTH,4.04
267110005,267110,PORTMARNOCK NORTH,4.04
267110006,267110,PORTMARNOCK NORTH,4.04
267110007,267110,PORTMARNOCK NORTH,4.04
267110008,267110,PORTMARNOCK NORTH,4.04
267110009,267110,PORTMARNOCK NORTH,4.04
267110010,267110,PORTMARNOCK NORTH,4.04
267110011,267110,PORTMARNOCK NORTH,4.04
267110012,267110,PORTMARNOCK NORTH,4.04
267110013,267110,PORTMARNOCK NORTH,4.04
267110014,267110,PORTMARNOCK NORTH,4.04
267111001,267111,PORTMARNOCK SOUTH,8.18
267111002/01,267111,PORTMARNOCK SOUTH,8.18
267111002/02,267111,PORTMARNOCK SOUTH,8.18
267111002/03,267111,PORTMARNOCK SOUTH,8.18
267111002/04,267111,PORTMARNOCK SOUTH,8.18
267111003,267111,PORTMARNOCK SOUTH,8.18
267111004,267111,PORTMARNOCK SOUTH,8.18
267111005,267111,PORTMARNOCK SOUTH,8.18
267111006,267111,PORTMARNOCK SOUTH,8.18
267111007,267111,PORTMARNOCK SOUTH,8.18
267111008,267111,PORTMARNOCK SOUTH,8.18
267111009,267111,PORTMARNOCK SOUTH,8.18
267111010/01,267111,PORTMARNOCK SOUTH,8.18
267111010/02,267111,PORTMARNOCK SOUTH,8.18
267111010/03,267111,PORTMARNOCK SOUTH,8.18
267111011,267111,PORTMARNOCK SOUTH,8.18
267111012,267111,PORTMARNOCK SOUTH,8.18
267112001,267112,RATHCOOLE,5.24
267112002,267112,RATHCOOLE,5.24
267112003,267112,RATHCOOLE,5.24
267112004,267112,RATHCOOLE,5.24
267112005,267112,RATHCOOLE,5.24
267112005/01,267112,RATHCOOLE,5.24
267112005/02,267112,RATHCOOLE,5.24
267112006,267112,RATHCOOLE,5.24
267112007,267112,RATHCOOLE,5.24
267112008/01,267112,RATHCOOLE,5.24
267112008/02,267112,RATHCOOLE,5.24
267112008/03,267112,RATHCOOLE,5.24
267112009,267112,RATHCOOLE,5.24
267112010,267112,RATHCOOLE,5.24
267112011,267112,RATHCOOLE,5.24
267112012,267112,RATHCOOLE,5.24
267112013,267112,RATHCOOLE,5.24
267112014,267112,RATHCOOLE,5.24
267112015/267112008/267119013,267112,RATHCOOLE,5.24
267113001,267113,RATHFARNHAM-BALLYROAN,7.84
267113002,267113,RATHFARNHAM-BALLYROAN,7.84
267113003,267113,RATHFARNHAM-BALLYROAN,7.84
267113004,267113,RATHFARNHAM-BALLYROAN,7.84
267113005,267113,RATHFARNHAM-BALLYROAN,7.84
267113006,267113,RATHFARNHAM-BALLYROAN,7.84
267113007,267113,RATHFARNHAM-BALLYROAN,7.84
267113008,267113,RATHFARNHAM-BALLYROAN,7.84
267113009,267113,RATHFARNHAM-BALLYROAN,7.84
267113010,267113,RATHFARNHAM-BALLYROAN,7.84
267114001,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114002,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114003,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114004,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114005,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114006,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114007,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114008,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114009,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114010,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114011,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114012,267114,RATHFARNHAM-BUTTERFIELD,8.34
267114013,267114,RATHFARNHAM-BUTTERFIELD,8.34
267115001,267115,RATHFARNHAM-HERMITAGE,9.56
267115002,267115,RATHFARNHAM-HERMITAGE,9.56
267115003,267115,RATHFARNHAM-HERMITAGE,9.56
267115004,267115,RATHFARNHAM-HERMITAGE,9.56
267115005,267115,RATHFARNHAM-HERMITAGE,9.56
267115006,267115,RATHFARNHAM-HERMITAGE,9.56
267115007,267115,RATHFARNHAM-HERMITAGE,9.56
267115008,267115,RATHFARNHAM-HERMITAGE,9.56
267115009,267115,RATHFARNHAM-HERMITAGE,9.56
267115010,267115,RATHFARNHAM-HERMITAGE,9.56
267115011,267115,RATHFARNHAM-HERMITAGE,9.56
267115012,267115,RATHFARNHAM-HERMITAGE,9.56
267115013,267115,RATHFARNHAM-HERMITAGE,9.56
267115014,267115,RATHFARNHAM-HERMITAGE,9.56
267115015,267115,RATHFARNHAM-HERMITAGE,9.56
267115016,267115,RATHFARNHAM-HERMITAGE,9.56
267115017,267115,RATHFARNHAM-HERMITAGE,9.56
267116001,267116,RATHFARNHAM-St. ENDA'S,5.52
267116002,267116,RATHFARNHAM-St. ENDA'S,5.52
267116003,267116,RATHFARNHAM-St. ENDA'S,5.52
267116004,267116,RATHFARNHAM-St. ENDA'S,5.52
267116005,267116,RATHFARNHAM-St. ENDA'S,5.52
267116006,267116,RATHFARNHAM-St. ENDA'S,5.52
267116007,267116,RATHFARNHAM-St. ENDA'S,5.52
267116008,267116,RATHFARNHAM-St. ENDA'S,5.52
267116009,267116,RATHFARNHAM-St. ENDA'S,5.52
267116010,267116,RATHFARNHAM-St. ENDA'S,5.52
267116011,267116,RATHFARNHAM-St. ENDA'S,5.52
267116012,267116,RATHFARNHAM-St. ENDA'S,5.52
267116013,267116,RATHFARNHAM-St. ENDA'S,5.52
267116014,267116,RATHFARNHAM-St. ENDA'S,5.52
267116015,267116,RATHFARNHAM-St. ENDA'S,5.52
267117001,267117,RATHFARNHAM VILLAGE,12.08
267117002,267117,RATHFARNHAM VILLAGE,12.08
267117003,267117,RATHFARNHAM VILLAGE,12.08
267117004,267117,RATHFARNHAM VILLAGE,12.08
267117005,267117,RATHFARNHAM VILLAGE,12.08
267117006,267117,RATHFARNHAM VILLAGE,12.08
267117007,267117,RATHFARNHAM VILLAGE,12.08
267117008,267117,RATHFARNHAM VILLAGE,12.08
267117009,267117,RATHFARNHAM VILLAGE,12.08
267117010,267117,RATHFARNHAM VILLAGE,12.08
267117011,267117,RATHFARNHAM VILLAGE,12.08
267117012,267117,RATHFARNHAM VILLAGE,12.08
267118001,267118,RUSH,1.74
267118002,267118,RUSH,1.74
267118003,267118,RUSH,1.74
267118004,267118,RUSH,1.74
267118005,267118,RUSH,1.74
267118006,267118,RUSH,1.74
267118007,267118,RUSH,1.74
267118008,267118,RUSH,1.74
267118009,267118,RUSH,1.74
267118010,267118,RUSH,1.74
267118011,267118,RUSH,1.74
267118012,267118,RUSH,1.74
267118013,267118,RUSH,1.74
267118014,267118,RUSH,1.74
267118015,267118,RUSH,1.74
267118016,267118,RUSH,1.74
267118017/01,267118,RUSH,1.74
267118017/02,267118,RUSH,1.74
267118018,267118,RUSH,1.74
267118019,267118,RUSH,1.74
267118020,267118,RUSH,1.74
267118021,267118,RUSH,1.74
267118022,267118,RUSH,1.74
267118023,267118,RUSH,1.74
267118024,267118,RUSH,1.74
267118025,267118,RUSH,1.74
267118026,267118,RUSH,1.74
267118027,267118,RUSH,1.74
267118028,267118,RUSH,1.74
267118029,267118,RUSH,1.74
267118030,267118,RUSH,1.74
267119001,267119,SAGGART,2.91
267119002,267119,SAGGART,2.91
267119003,267119,SAGGART,2.91
267119004/01,267119,SAGGART,2.91
267119004/02,267119,SAGGART,2.91
267119005,267119,SAGGART,2.91
267119006/01,267119,SAGGART,2.91
267119006/02,267119,SAGGART,2.91
267119007,267119,SAGGART,2.91
267119008,267119,SAGGART,2.91
267119009,267119,SAGGART,2.91
267119010,267119,SAGGART,2.91
267119011,267119,SAGGART,2.91
267119012,267119,SAGGART,2.91
267119013/01,267119,SAGGART,2.91
267119013/02,267119,SAGGART,2.91
267119013/03,267119,SAGGART,2.91
267120001,267120,SHANKILL-RATHMICHAEL,5.76
267120002,267120,SHANKILL-RATHMICHAEL,5.76
267120003,267120,SHANKILL-RATHMICHAEL,5.76
267120004,267120,SHANKILL-RATHMICHAEL,5.76
267120005,267120,SHANKILL-RATHMICHAEL,5.76
267120006,267120,SHANKILL-RATHMICHAEL,5.76
267120007,267120,SHANKILL-RATHMICHAEL,5.76
267120008,267120,SHANKILL-RATHMICHAEL,5.76
267120009,267120,SHANKILL-RATHMICHAEL,5.76
267120010,267120,SHANKILL-RATHMICHAEL,5.76
267120011,267120,SHANKILL-RATHMICHAEL,5.76
267120012,267120,SHANKILL-RATHMICHAEL,5.76
267120013,267120,SHANKILL-RATHMICHAEL,5.76
267120014,267120,SHANKILL-RATHMICHAEL,5.76
267120015,267120,SHANKILL-RATHMICHAEL,5.76
267120016,267120,SHANKILL-RATHMICHAEL,5.76
267120017,267120,SHANKILL-RATHMICHAEL,5.76
267121001,267121,SHANKILL-RATHSALLAGH,-5.04
267121002,267121,SHANKILL-RATHSALLAGH,-5.04
267121003,267121,SHANKILL-RATHSALLAGH,-5.04
267121004,267121,SHANKILL-RATHSALLAGH,-5.04
267121005,267121,SHANKILL-RATHSALLAGH,-5.04
267121006,267121,SHANKILL-RATHSALLAGH,-5.04
267121007,267121,SHANKILL-RATHSALLAGH,-5.04
267121008,267121,SHANKILL-RATHSALLAGH,-5.04
267121009,267121,SHANKILL-RATHSALLAGH,-5.04
267121010,267121,SHANKILL-RATHSALLAGH,-5.04
267122001,267122,SHANKILL-SHANGANAGH,5.76
267122002,267122,SHANKILL-SHANGANAGH,5.76
267122003,267122,SHANKILL-SHANGANAGH,5.76
267122004,267122,SHANKILL-SHANGANAGH,5.76
267122005,267122,SHANKILL-SHANGANAGH,5.76
267122006,267122,SHANKILL-SHANGANAGH,5.76
267122007,267122,SHANKILL-SHANGANAGH,5.76
267122008,267122,SHANKILL-SHANGANAGH,5.76
267122009,267122,SHANKILL-SHANGANAGH,5.76
267122010,267122,SHANKILL-SHANGANAGH,5.76
267122011,267122,SHANKILL-SHANGANAGH,5.76
267122012,267122,SHANKILL-SHANGANAGH,5.76
267122013,267122,SHANKILL-SHANGANAGH,5.76
267122014,267122,SHANKILL-SHANGANAGH,5.76
267122015,267122,SHANKILL-SHANGANAGH,5.76
267122016,267122,SHANKILL-SHANGANAGH,5.76
267122017,267122,SHANKILL-SHANGANAGH,5.76
267123001,267123,SKERRIES,5.15
267123002,267123,SKERRIES,5.15
267123003,267123,SKERRIES,5.15
267123004,267123,SKERRIES,5.15
267123005,267123,SKERRIES,5.15
267123006,267123,SKERRIES,5.15
267123007,267123,SKERRIES,5.15
267123008,267123,SKERRIES,5.15
267123009,267123,SKERRIES,5.15
267123010,267123,SKERRIES,5.15
267123011,267123,SKERRIES,5.15
267123012,267123,SKERRIES,5.15
267123013,267123,SKERRIES,5.15
267123014,267123,SKERRIES,5.15
267123015,267123,SKERRIES,5.15
267123016,267123,SKERRIES,5.15
267123017,267123,SKERRIES,5.15
267123018,267123,SKERRIES,5.15
267123019,267123,SKERRIES,5.15
267123020,267123,SKERRIES,5.15
267123021,267123,SKERRIES,5.15
267123022,267123,SKERRIES,5.15
267123023,267123,SKERRIES,5.15
267123024,267123,SKERRIES,5.15
267123025/01,267123,SKERRIES,5.15
267123025/02,267123,SKERRIES,5.15
267123026,267123,SKERRIES,5.15
267123027,267123,SKERRIES,5.15
267123028,267123,SKERRIES,5.15
267123029,267123,SKERRIES,5.15
267123030,267123,SKERRIES,5.15
267123031,267123,SKERRIES,5.15
267124001,267124,STILLORGAN-DEERPARK,12.27
267124002,267124,STILLORGAN-DEERPARK,12.27
267124003,267124,STILLORGAN-DEERPARK,12.27
267124004,267124,STILLORGAN-DEERPARK,12.27
267124005,267124,STILLORGAN-DEERPARK,12.27
267124006,267124,STILLORGAN-DEERPARK,12.27
267124007,267124,STILLORGAN-DEERPARK,12.27
267124008,267124,STILLORGAN-DEERPARK,12.27
267124009,267124,STILLORGAN-DEERPARK,12.27
267124010,267124,STILLORGAN-DEERPARK,12.27
267125001,267125,STILLORGAN-KILMACUD,11.05
267125002,267125,STILLORGAN-KILMACUD,11.05
267125003,267125,STILLORGAN-KILMACUD,11.05
267125004,267125,STILLORGAN-KILMACUD,11.05
267125005,267125,STILLORGAN-KILMACUD,11.05
267125006,267125,STILLORGAN-KILMACUD,11.05
267125007,267125,STILLORGAN-KILMACUD,11.05
267125008,267125,STILLORGAN-KILMACUD,11.05
267125009,267125,STILLORGAN-KILMACUD,11.05
267125010,267125,STILLORGAN-KILMACUD,11.05
267125011,267125,STILLORGAN-KILMACUD,11.05
267125012,267125,STILLORGAN-KILMACUD,11.05
267125013,267125,STILLORGAN-KILMACUD,11.05
267125014,267125,STILLORGAN-KILMACUD,11.05
267125015,267125,STILLORGAN-KILMACUD,11.05
267125016,267125,STILLORGAN-KILMACUD,11.05
267126001,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126002,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126003,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126004,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126005,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126006,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126007,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126008,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126009,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126010,267126,STILLORGAN-LEOPARDSTOWN,11.47
267126011,267126,STILLORGAN-LEOPARDSTOWN,11.47
267127001,267127,STILLORGAN-MERVILLE,11.53
267127002,267127,STILLORGAN-MERVILLE,11.53
267127003/01,267127,STILLORGAN-MERVILLE,11.53
267127003/02,267127,STILLORGAN-MERVILLE,11.53
267127004,267127,STILLORGAN-MERVILLE,11.53
267127005,267127,STILLORGAN-MERVILLE,11.53
267127006,267127,STILLORGAN-MERVILLE,11.53
267127007,267127,STILLORGAN-MERVILLE,11.53
267127008,267127,STILLORGAN-MERVILLE,11.53
267127009,267127,STILLORGAN-MERVILLE,11.53
267127010,267127,STILLORGAN-MERVILLE,11.53
267127011,267127,STILLORGAN-MERVILLE,11.53
267128001,267128,STILLORGAN-MOUNT MERRION,11.39
267128002,267128,STILLORGAN-MOUNT MERRION,11.39
267128003,267128,STILLORGAN-MOUNT MERRION,11.39
267128004,267128,STILLORGAN-MOUNT MERRION,11.39
267128005,267128,STILLORGAN-MOUNT MERRION,11.39
267128006,267128,STILLORGAN-MOUNT MERRION,11.39
267128007,267128,STILLORGAN-MOUNT MERRION,11.39
267128008,267128,STILLORGAN-MOUNT MERRION,11.39
267129001,267129,STILLORGAN-PRIORY,11.38
267129002,267129,STILLORGAN-PRIORY,11.38
267129003,267129,STILLORGAN-PRIORY,11.38
267129004,267129,STILLORGAN-PRIORY,11.38
267129005,267129,STILLORGAN-PRIORY,11.38
267129006,267129,STILLORGAN-PRIORY,11.38
267129007,267129,STILLORGAN-PRIORY,11.38
267129008,267129,STILLORGAN-PRIORY,11.38
267130001,267130,SUTTON,4.77
267130002,267130,SUTTON,4.77
267130003,267130,SUTTON,4.77
267130004,267130,SUTTON,4.77
267130005,267130,SUTTON,4.77
267130006,267130,SUTTON,4.77
267130007,267130,SUTTON,4.77
267130008,267130,SUTTON,4.77
267130009,267130,SUTTON,4.77
267130010,267130,SUTTON,4.77
267130011,267130,SUTTON,4.77
267130012,267130,SUTTON,4.77
267130013,267130,SUTTON,4.77
267130014,267130,SUTTON,4.77
267130015,267130,SUTTON,4.77
267130016,267130,SUTTON,4.77
267130017,267130,SUTTON,4.77
267130018,267130,SUTTON,4.77
267130019,267130,SUTTON,4.77
267130020,267130,SUTTON,4.77
267130021,267130,SUTTON,4.77
267130022,267130,SUTTON,4.77
267131001,267131,SWORDS-GLASMORE,-0.58
267131002,267131,SWORDS-GLASMORE,-0.58
267131003,267131,SWORDS-GLASMORE,-0.58
267131004,267131,SWORDS-GLASMORE,-0.58
267131005,267131,SWORDS-GLASMORE,-0.58
267131006,267131,SWORDS-GLASMORE,-0.58
267131007,267131,SWORDS-GLASMORE,-0.58
267131008,267131,SWORDS-GLASMORE,-0.58
267131009,267131,SWORDS-GLASMORE,-0.58
267131010,267131,SWORDS-GLASMORE,-0.58
267131011,267131,SWORDS-GLASMORE,-0.58
267131012,267131,SWORDS-GLASMORE,-0.58
267131013,267131,SWORDS-GLASMORE,-0.58
267131014,267131,SWORDS-GLASMORE,-0.58
267131015,267131,SWORDS-GLASMORE,-0.58
267131016,267131,SWORDS-GLASMORE,-0.58
267131017,267131,SWORDS-GLASMORE,-0.58
267131018,267131,SWORDS-GLASMORE,-0.58
267131019,267131,SWORDS-GLASMORE,-0.58
267131020,267131,SWORDS-GLASMORE,-0.58
267131021,267131,SWORDS-GLASMORE,-0.58
267131022,267131,SWORDS-GLASMORE,-0.58
267131023,267131,SWORDS-GLASMORE,-0.58
267131024,267131,SWORDS-GLASMORE,-0.58
267131025,267131,SWORDS-GLASMORE,-0.58
267132001/01,267132,SWORDS-FORREST,5.61
267132001/02,267132,SWORDS-FORREST,5.61
267132001/03,267132,SWORDS-FORREST,5.61
267132001/04,267132,SWORDS-FORREST,5.61
267132001/05,267132,SWORDS-FORREST,5.61
267132002,267132,SWORDS-FORREST,5.61
267132003,267132,SWORDS-FORREST,5.61
267132004,267132,SWORDS-FORREST,5.61
267132005,267132,SWORDS-FORREST,5.61
267132006,267132,SWORDS-FORREST,5.61
267132007,267132,SWORDS-FORREST,5.61
267132008,267132,SWORDS-FORREST,5.61
267132009,267132,SWORDS-FORREST,5.61
267132010,267132,SWORDS-FORREST,5.61
267132011,267132,SWORDS-FORREST,5.61
267132012,267132,SWORDS-FORREST,5.61
267132013,267132,SWORDS-FORREST,5.61
267132014,267132,SWORDS-FORREST,5.61
267132015,267132,SWORDS-FORREST,5.61
267132016,267132,SWORDS-FORREST,5.61
267132017,267132,SWORDS-FORREST,5.61
267132018,267132,SWORDS-FORREST,5.61
267132019,267132,SWORDS-FORREST,5.61
267132020,267132,SWORDS-FORREST,5.61
267132021,267132,SWORDS-FORREST,5.61
267132022,267132,SWORDS-FORREST,5.61
267132023,267132,SWORDS-FORREST,5.61
267132024,267132,SWORDS-FORREST,5.61
267132025,267132,SWORDS-FORREST,5.61
267132026,267132,SWORDS-FORREST,5.61
267132027,267132,SWORDS-FORREST,5.61
267132028,267132,SWORDS-FORREST,5.61
267132029,267132,SWORDS-FORREST,5.61
267132030,267132,SWORDS-FORREST,5.61
267132031,267132,SWORDS-FORREST,5.61
267132032,267132,SWORDS-FORREST,5.61
267132033,267132,SWORDS-FORREST,5.61
267132034,267132,SWORDS-FORREST,5.61
267132035,267132,SWORDS-FORREST,5.61
267132036,267132,SWORDS-FORREST,5.61
267132037,267132,SWORDS-FORREST,5.61
267132038/01,267132,SWORDS-FORREST,5.61
267132038/02,267132,SWORDS-FORREST,5.61
267132038/03,267132,SWORDS-FORREST,5.61
267132039,267132,SWORDS-FORREST,5.61
267132040,267132,SWORDS-FORREST,5.61
267132041,267132,SWORDS-FORREST,5.61
267132042,267132,SWORDS-FORREST,5.61
267132043,267132,SWORDS-FORREST,5.61
267132044,267132,SWORDS-FORREST,5.61
267132045,267132,SWORDS-FORREST,5.61
267133001/01,267133,SWORDS-LISSENHALL,3.54
267133001/02,267133,SWORDS-LISSENHALL,3.54
267133001/03,267133,SWORDS-LISSENHALL,3.54
267133001/04,267133,SWORDS-LISSENHALL,3.54
267133002,267133,SWORDS-LISSENHALL,3.54
267133003,267133,SWORDS-LISSENHALL,3.54
267133004,267133,SWORDS-LISSENHALL,3.54
267133005,267133,SWORDS-LISSENHALL,3.54
267133006,267133,SWORDS-LISSENHALL,3.54
267133007,267133,SWORDS-LISSENHALL,3.54
267133008,267133,SWORDS-LISSENHALL,3.54
267133009,267133,SWORDS-LISSENHALL,3.54
267133010,267133,SWORDS-LISSENHALL,3.54
267133011,267133,SWORDS-LISSENHALL,3.54
267133012,267133,SWORDS-LISSENHALL,3.54
267133013,267133,SWORDS-LISSENHALL,3.54
267133014,267133,SWORDS-LISSENHALL,3.54
267133015,267133,SWORDS-LISSENHALL,3.54
267133016,267133,SWORDS-LISSENHALL,3.54
267133017,267133,SWORDS-LISSENHALL,3.54
267133018,267133,SWORDS-LISSENHALL,3.54
267133019,267133,SWORDS-LISSENHALL,3.54
267133020,267133,SWORDS-LISSENHALL,3.54
267133021,267133,SWORDS-LISSENHALL,3.54
267133022,267133,SWORDS-LISSENHALL,3.54
267133023,267133,SWORDS-LISSENHALL,3.54
267133024,267133,SWORDS-LISSENHALL,3.54
267133025,267133,SWORDS-LISSENHALL,3.54
267133026/01,267133,SWORDS-LISSENHALL,3.54
267133026/02,267133,SWORDS-LISSENHALL,3.54
