sa_2022_code,IHA_code,IHA_operational_name,HR_code,HR_operational_name
047016024,52,HSE Cork South and West IHA,5,HSE South West HR
047016025,52,HSE Cork South and West IHA,5,HSE South West HR
047016026,52,HSE Cork South and West IHA,5,HSE South West HR
047016027,52,HSE Cork South and West IHA,5,HSE South West HR
047016028,52,HSE Cork South and West IHA,5,HSE South West HR
047016029/047016030,52,HSE Cork South and West IHA,5,HSE South West HR
047016031/01,52,HSE Cork South and West IHA,5,HSE South West HR
047016031/02,52,HSE Cork South and West IHA,5,HSE South West HR
047016032,52,HSE Cork South and West IHA,5,HSE South West HR
047016033,52,HSE Cork South and West IHA,5,HSE South West HR
047016034,52,HSE Cork South and West IHA,5,HSE South West HR
047016035,52,HSE Cork South and West IHA,5,HSE South West HR
047016036,52,HSE Cork South and West IHA,5,HSE South West HR
047016037/01,52,HSE Cork South and West IHA,5,HSE South West HR
047016037/02,52,HSE Cork South and West IHA,5,HSE South West HR
047016038,52,HSE Cork South and West IHA,5,HSE South West HR
047016039,52,HSE Cork South and West IHA,5,HSE South West HR
047016040,52,HSE Cork South and West IHA,5,HSE South West HR
047016041,52,HSE Cork South and West IHA,5,HSE South West HR
047016042,52,HSE Cork South and West IHA,5,HSE South West HR
047016043,52,HSE Cork South and West IHA,5,HSE South West HR
047016044,52,HSE Cork South and West IHA,5,HSE South West HR
047016045,52,HSE Cork South and West IHA,5,HSE South West HR
047016046,52,HSE Cork South and West IHA,5,HSE South West HR
047016047,52,HSE Cork South and West IHA,5,HSE South West HR
047016048,52,HSE Cork South and West IHA,5,HSE South West HR
047016049,52,HSE Cork South and West IHA,5,HSE South West HR
047016050,52,HSE Cork South and West IHA,5,HSE South West HR
047016051,52,HSE Cork South and West IHA,5,HSE South West HR
047016052,52,HSE Cork South and West IHA,5,HSE South West HR
047016053,52,HSE Cork South and West IHA,5,HSE South West HR
047016054,52,HSE Cork South and West IHA,5,HSE South West HR
047016055,52,HSE Cork South and West IHA,5,HSE South West HR
047016056,52,HSE Cork South and West IHA,5,HSE South West HR
047016057,52,HSE Cork South and West IHA,5,HSE South West HR
047016058,52,HSE Cork South and West IHA,5,HSE South West HR
047016059,52,HSE Cork South and West IHA,5,HSE South West HR
047016060,52,HSE Cork South and West IHA,5,HSE South West HR
047016061,52,HSE Cork South and West IHA,5,HSE South West HR
047016062,52,HSE Cork South and West IHA,5,HSE South West HR
047016063,52,HSE Cork South and West IHA,5,HSE South West HR
047016064,52,HSE Cork South and West IHA,5,HSE South West HR
047016065,52,HSE Cork South and West IHA,5,HSE South West HR
047016066,52,HSE Cork South and West IHA,5,HSE South West HR
047017001,52,HSE Cork South and West IHA,5,HSE South West HR
047017002,52,HSE Cork South and West IHA,5,HSE South West HR
047017003,52,HSE Cork South and West IHA,5,HSE South West HR
047018001,52,HSE Cork South and West IHA,5,HSE South West HR
047018002,52,HSE Cork South and West IHA,5,HSE South West HR
047018003,52,HSE Cork South and West IHA,5,HSE South West HR
047019001,51,HSE Cork North and East IHA,5,HSE South West HR
047019002,51,HSE Cork North and East IHA,5,HSE South West HR
047019003,51,HSE Cork North and East IHA,5,HSE South West HR
047020001,51,HSE Cork North and East IHA,5,HSE South West HR
047021001,52,HSE Cork South and West IHA,5,HSE South West HR
047021002,52,HSE Cork South and West IHA,5,HSE South West HR
047022001,51,HSE Cork North and East IHA,5,HSE South West HR
047022002,51,HSE Cork North and East IHA,5,HSE South West HR
047022003,51,HSE Cork North and East IHA,5,HSE South West HR
047023001,51,HSE Cork North and East IHA,5,HSE South West HR
047023002,51,HSE Cork North and East IHA,5,HSE South West HR
047023003,51,HSE Cork North and East IHA,5,HSE South West HR
047023004,51,HSE Cork North and East IHA,5,HSE South West HR
047023005,51,HSE Cork North and East IHA,5,HSE South West HR
047023006,51,HSE Cork North and East IHA,5,HSE South West HR
047023007,51,HSE Cork North and East IHA,5,HSE South West HR
047023008,51,HSE Cork North and East IHA,5,HSE South West HR
047024001,52,HSE Cork South and West IHA,5,HSE South West HR
047024002,52,HSE Cork South and West IHA,5,HSE South West HR
047024003,52,HSE Cork South and West IHA,5,HSE South West HR
047024004/047024007,52,HSE Cork South and West IHA,5,HSE South West HR
047024005/01,52,HSE Cork South and West IHA,5,HSE South West HR
047024005/02,52,HSE Cork South and West IHA,5,HSE South West HR
047024006,52,HSE Cork South and West IHA,5,HSE South West HR
047025001,52,HSE Cork South and West IHA,5,HSE South West HR
047026001,52,HSE Cork South and West IHA,5,HSE South West HR
047027001,52,HSE Cork South and West IHA,5,HSE South West HR
047027002,52,HSE Cork South and West IHA,5,HSE South West HR
047027003,52,HSE Cork South and West IHA,5,HSE South West HR
047027004/01,52,HSE Cork South and West IHA,5,HSE South West HR
047027004/02,52,HSE Cork South and West IHA,5,HSE South West HR
047027005,52,HSE Cork South and West IHA,5,HSE South West HR
047028001,52,HSE Cork South and West IHA,5,HSE South West HR
047028002,52,HSE Cork South and West IHA,5,HSE South West HR
047028003,52,HSE Cork South and West IHA,5,HSE South West HR
047028004,52,HSE Cork South and West IHA,5,HSE South West HR
047028005,52,HSE Cork South and West IHA,5,HSE South West HR
047028006,52,HSE Cork South and West IHA,5,HSE South West HR
047029001,51,HSE Cork North and East IHA,5,HSE South West HR
047030001,51,HSE Cork North and East IHA,5,HSE South West HR
047030002,51,HSE Cork North and East IHA,5,HSE South West HR
047030003,51,HSE Cork North and East IHA,5,HSE South West HR
047030004,51,HSE Cork North and East IHA,5,HSE South West HR
047031001,52,HSE Cork South and West IHA,5,HSE South West HR
047031002,52,HSE Cork South and West IHA,5,HSE South West HR
047032001,52,HSE Cork South and West IHA,5,HSE South West HR
047032002,52,HSE Cork South and West IHA,5,HSE South West HR
047032003,52,HSE Cork South and West IHA,5,HSE South West HR
047032004,52,HSE Cork South and West IHA,5,HSE South West HR
047033001,52,HSE Cork South and West IHA,5,HSE South West HR
047033002,52,HSE Cork South and West IHA,5,HSE South West HR
047033003,52,HSE Cork South and West IHA,5,HSE South West HR
047033004/047033011,52,HSE Cork South and West IHA,5,HSE South West HR
047033005,52,HSE Cork South and West IHA,5,HSE South West HR
047033006,52,HSE Cork South and West IHA,5,HSE South West HR
047033007,52,HSE Cork South and West IHA,5,HSE South West HR
047033008,52,HSE Cork South and West IHA,5,HSE South West HR
047033009,52,HSE Cork South and West IHA,5,HSE South West HR
047033010,52,HSE Cork South and West IHA,5,HSE South West HR
047033012,52,HSE Cork South and West IHA,5,HSE South West HR
047033013,52,HSE Cork South and West IHA,5,HSE South West HR
047033014,52,HSE Cork South and West IHA,5,HSE South West HR
047033015,52,HSE Cork South and West IHA,5,HSE South West HR
047033016,52,HSE Cork South and West IHA,5,HSE South West HR
047033017,52,HSE Cork South and West IHA,5,HSE South West HR
047034001,52,HSE Cork South and West IHA,5,HSE South West HR
047034002,52,HSE Cork South and West IHA,5,HSE South West HR
047034003,52,HSE Cork South and West IHA,5,HSE South West HR
047035001,52,HSE Cork South and West IHA,5,HSE South West HR
047035002,52,HSE Cork South and West IHA,5,HSE South West HR
047035003,52,HSE Cork South and West IHA,5,HSE South West HR
047036001,51,HSE Cork North and East IHA,5,HSE South West HR
047037001,51,HSE Cork North and East IHA,5,HSE South West HR
047037002,51,HSE Cork North and East IHA,5,HSE South West HR
047037003,51,HSE Cork North and East IHA,5,HSE South West HR
047037004,51,HSE Cork North and East IHA,5,HSE South West HR
047038001,51,HSE Cork North and East IHA,5,HSE South West HR
047038002,51,HSE Cork North and East IHA,5,HSE South West HR
047038003,51,HSE Cork North and East IHA,5,HSE South West HR
047039001,51,HSE Cork North and East IHA,5,HSE South West HR
047040001,51,HSE Cork North and East IHA,5,HSE South West HR
047040002/047040003,51,HSE Cork North and East IHA,5,HSE South West HR
047041005/01,52,HSE Cork South and West IHA,5,HSE South West HR
047041005/02,52,HSE Cork South and West IHA,5,HSE South West HR
047041005/03/047041005/047041001/047041004/047041002/047041003/047319001,52,HSE Cork South and West IHA,5,HSE South West HR
047041005/04,52,HSE Cork South and West IHA,5,HSE South West HR
047041005/05,52,HSE Cork South and West IHA,5,HSE South West HR
047042001,52,HSE Cork South and West IHA,5,HSE South West HR
047042002,52,HSE Cork South and West IHA,5,HSE South West HR
047042003,52,HSE Cork South and West IHA,5,HSE South West HR
047042006,52,HSE Cork South and West IHA,5,HSE South West HR
047042007/047042005,52,HSE Cork South and West IHA,5,HSE South West HR
047042008,52,HSE Cork South and West IHA,5,HSE South West HR
047042009,52,HSE Cork South and West IHA,5,HSE South West HR
047042010,52,HSE Cork South and West IHA,5,HSE South West HR
047042011,52,HSE Cork South and West IHA,5,HSE South West HR
047042012,52,HSE Cork South and West IHA,5,HSE South West HR
047042013/047042004,52,HSE Cork South and West IHA,5,HSE South West HR
047042014,52,HSE Cork South and West IHA,5,HSE South West HR
047042015,52,HSE Cork South and West IHA,5,HSE South West HR
047042016,52,HSE Cork South and West IHA,5,HSE South West HR
047043001,51,HSE Cork North and East IHA,5,HSE South West HR
047043002,51,HSE Cork North and East IHA,5,HSE South West HR
047044001,51,HSE Cork North and East IHA,5,HSE South West HR
047045001,52,HSE Cork South and West IHA,5,HSE South West HR
047046001,51,HSE Cork North and East IHA,5,HSE South West HR
047046002,51,HSE Cork North and East IHA,5,HSE South West HR
047047001,52,HSE Cork South and West IHA,5,HSE South West HR
047048001,52,HSE Cork South and West IHA,5,HSE South West HR
047048002,52,HSE Cork South and West IHA,5,HSE South West HR
047048003,52,HSE Cork South and West IHA,5,HSE South West HR
047049001,52,HSE Cork South and West IHA,5,HSE South West HR
047050001,52,HSE Cork South and West IHA,5,HSE South West HR
047050002/047050003/047050004,52,HSE Cork South and West IHA,5,HSE South West HR
047051001,52,HSE Cork South and West IHA,5,HSE South West HR
047052001/047052002/047016014,52,HSE Cork South and West IHA,5,HSE South West HR
047053001,51,HSE Cork North and East IHA,5,HSE South West HR
047053002,51,HSE Cork North and East IHA,5,HSE South West HR
047053003,51,HSE Cork North and East IHA,5,HSE South West HR
047054001,51,HSE Cork North and East IHA,5,HSE South West HR
047054002,51,HSE Cork North and East IHA,5,HSE South West HR
047054003/01,51,HSE Cork North and East IHA,5,HSE South West HR
047054003/02,51,HSE Cork North and East IHA,5,HSE South West HR
047054004,51,HSE Cork North and East IHA,5,HSE South West HR
047054005,51,HSE Cork North and East IHA,5,HSE South West HR
047054006,51,HSE Cork North and East IHA,5,HSE South West HR
047054007,51,HSE Cork North and East IHA,5,HSE South West HR
047054008,51,HSE Cork North and East IHA,5,HSE South West HR
047054009,51,HSE Cork North and East IHA,5,HSE South West HR
047054010,51,HSE Cork North and East IHA,5,HSE South West HR
047054011,51,HSE Cork North and East IHA,5,HSE South West HR
047054012,51,HSE Cork North and East IHA,5,HSE South West HR
047054013,51,HSE Cork North and East IHA,5,HSE South West HR
047054014,51,HSE Cork North and East IHA,5,HSE South West HR
047054015/01,51,HSE Cork North and East IHA,5,HSE South West HR
047054015/02,51,HSE Cork North and East IHA,5,HSE South West HR
047054016/01,51,HSE Cork North and East IHA,5,HSE South West HR
047054016/02,51,HSE Cork North and East IHA,5,HSE South West HR
047054017,51,HSE Cork North and East IHA,5,HSE South West HR
047054018,51,HSE Cork North and East IHA,5,HSE South West HR
047054019,51,HSE Cork North and East IHA,5,HSE South West HR
047054020,51,HSE Cork North and East IHA,5,HSE South West HR
047054021,51,HSE Cork North and East IHA,5,HSE South West HR
047055001,51,HSE Cork North and East IHA,5,HSE South West HR
047055002,51,HSE Cork North and East IHA,5,HSE South West HR
047055003/047055004,51,HSE Cork North and East IHA,5,HSE South West HR
047056001,52,HSE Cork South and West IHA,5,HSE South West HR
047056002,52,HSE Cork South and West IHA,5,HSE South West HR
047057001/047057003,52,HSE Cork South and West IHA,5,HSE South West HR
047057002,52,HSE Cork South and West IHA,5,HSE South West HR
047057004/047057004,52,HSE Cork South and West IHA,5,HSE South West HR
047058001,52,HSE Cork South and West IHA,5,HSE South West HR
047058002,52,HSE Cork South and West IHA,5,HSE South West HR
047059001/047059002/047059003,52,HSE Cork South and West IHA,5,HSE South West HR
047059004,52,HSE Cork South and West IHA,5,HSE South West HR
047060001,51,HSE Cork North and East IHA,5,HSE South West HR
047060003/01,51,HSE Cork North and East IHA,5,HSE South West HR
047060003/02/047060002/047060006,51,HSE Cork North and East IHA,5,HSE South West HR
047060004,51,HSE Cork North and East IHA,5,HSE South West HR
047060005,51,HSE Cork North and East IHA,5,HSE South West HR
047060007,51,HSE Cork North and East IHA,5,HSE South West HR
047060008,51,HSE Cork North and East IHA,5,HSE South West HR
047060009,51,HSE Cork North and East IHA,5,HSE South West HR
047060010,51,HSE Cork North and East IHA,5,HSE South West HR
047061001,52,HSE Cork South and West IHA,5,HSE South West HR
047062001,51,HSE Cork North and East IHA,5,HSE South West HR
047062002,51,HSE Cork North and East IHA,5,HSE South West HR
047063001,51,HSE Cork North and East IHA,5,HSE South West HR
047063002,51,HSE Cork North and East IHA,5,HSE South West HR
047064002,51,HSE Cork North and East IHA,5,HSE South West HR
047064003,51,HSE Cork North and East IHA,5,HSE South West HR
047064004,51,HSE Cork North and East IHA,5,HSE South West HR
047064005,51,HSE Cork North and East IHA,5,HSE South West HR
047064006,51,HSE Cork North and East IHA,5,HSE South West HR
047064007,51,HSE Cork North and East IHA,5,HSE South West HR
047064008/047064001,51,HSE Cork North and East IHA,5,HSE South West HR
047064009,51,HSE Cork North and East IHA,5,HSE South West HR
047064010,51,HSE Cork North and East IHA,5,HSE South West HR
047064011,51,HSE Cork North and East IHA,5,HSE South West HR
047064012,51,HSE Cork North and East IHA,5,HSE South West HR
047064013,51,HSE Cork North and East IHA,5,HSE South West HR
047064014/047064016/01,51,HSE Cork North and East IHA,5,HSE South West HR
047064014/047064016/02,51,HSE Cork North and East IHA,5,HSE South West HR
047064014/047064016/03,51,HSE Cork North and East IHA,5,HSE South West HR
047064015,51,HSE Cork North and East IHA,5,HSE South West HR
047064017,51,HSE Cork North and East IHA,5,HSE South West HR
047064018,51,HSE Cork North and East IHA,5,HSE South West HR
047064019,51,HSE Cork North and East IHA,5,HSE South West HR
047064020,51,HSE Cork North and East IHA,5,HSE South West HR
047064021,51,HSE Cork North and East IHA,5,HSE South West HR
047064022,51,HSE Cork North and East IHA,5,HSE South West HR
047064023,51,HSE Cork North and East IHA,5,HSE South West HR
047064024,51,HSE Cork North and East IHA,5,HSE South West HR
047064025,51,HSE Cork North and East IHA,5,HSE South West HR
047064026,51,HSE Cork North and East IHA,5,HSE South West HR
047064027,51,HSE Cork North and East IHA,5,HSE South West HR
047065001,52,HSE Cork South and West IHA,5,HSE South West HR
047065002,52,HSE Cork South and West IHA,5,HSE South West HR
047066001,52,HSE Cork South and West IHA,5,HSE South West HR
047067001,52,HSE Cork South and West IHA,5,HSE South West HR
047067002,52,HSE Cork South and West IHA,5,HSE South West HR
047068001,52,HSE Cork South and West IHA,5,HSE South West HR
047068002,52,HSE Cork South and West IHA,5,HSE South West HR
047068003,52,HSE Cork South and West IHA,5,HSE South West HR
047069001,51,HSE Cork North and East IHA,5,HSE South West HR
047070001,51,HSE Cork North and East IHA,5,HSE South West HR
047071001,52,HSE Cork South and West IHA,5,HSE South West HR
047071002,52,HSE Cork South and West IHA,5,HSE South West HR
047071003,52,HSE Cork South and West IHA,5,HSE South West HR
047071004/01,52,HSE Cork South and West IHA,5,HSE South West HR
047071004/02,52,HSE Cork South and West IHA,5,HSE South West HR
047071005,52,HSE Cork South and West IHA,5,HSE South West HR
047071006,52,HSE Cork South and West IHA,5,HSE South West HR
047071007,52,HSE Cork South and West IHA,5,HSE South West HR
047072001,52,HSE Cork South and West IHA,5,HSE South West HR
047072002,52,HSE Cork South and West IHA,5,HSE South West HR
047072003,52,HSE Cork South and West IHA,5,HSE South West HR
047072004,52,HSE Cork South and West IHA,5,HSE South West HR
047072005,52,HSE Cork South and West IHA,5,HSE South West HR
047072006,52,HSE Cork South and West IHA,5,HSE South West HR
047072007,52,HSE Cork South and West IHA,5,HSE South West HR
047072008/01,52,HSE Cork South and West IHA,5,HSE South West HR
047072008/02,52,HSE Cork South and West IHA,5,HSE South West HR
047072008/03,52,HSE Cork South and West IHA,5,HSE South West HR
047072009,52,HSE Cork South and West IHA,5,HSE South West HR
047072010,52,HSE Cork South and West IHA,5,HSE South West HR
047072011,52,HSE Cork South and West IHA,5,HSE South West HR
047072012,52,HSE Cork South and West IHA,5,HSE South West HR
047072013,52,HSE Cork South and West IHA,5,HSE South West HR
047072014,52,HSE Cork South and West IHA,5,HSE South West HR
047072015,52,HSE Cork South and West IHA,5,HSE South West HR
047072016,52,HSE Cork South and West IHA,5,HSE South West HR
047072017,52,HSE Cork South and West IHA,5,HSE South West HR
047072018,52,HSE Cork South and West IHA,5,HSE South West HR
047072019,52,HSE Cork South and West IHA,5,HSE South West HR
047072020,52,HSE Cork South and West IHA,5,HSE South West HR
047072021,52,HSE Cork South and West IHA,5,HSE South West HR
047072022,52,HSE Cork South and West IHA,5,HSE South West HR
047072023,52,HSE Cork South and West IHA,5,HSE South West HR
047072024,52,HSE Cork South and West IHA,5,HSE South West HR
047072025,52,HSE Cork South and West IHA,5,HSE South West HR
047072026,52,HSE Cork South and West IHA,5,HSE South West HR
047072027,52,HSE Cork South and West IHA,5,HSE South West HR
047072028,52,HSE Cork South and West IHA,5,HSE South West HR
047072029,52,HSE Cork South and West IHA,5,HSE South West HR
047072030,52,HSE Cork South and West IHA,5,HSE South West HR
047072031,52,HSE Cork South and West IHA,5,HSE South West HR
047072032,52,HSE Cork South and West IHA,5,HSE South West HR
047072033,52,HSE Cork South and West IHA,5,HSE South West HR
047072034,52,HSE Cork South and West IHA,5,HSE South West HR
047072035,52,HSE Cork South and West IHA,5,HSE South West HR
047072036,52,HSE Cork South and West IHA,5,HSE South West HR
047072037,52,HSE Cork South and West IHA,5,HSE South West HR
047072038,52,HSE Cork South and West IHA,5,HSE South West HR
047072039,52,HSE Cork South and West IHA,5,HSE South West HR
047072040,52,HSE Cork South and West IHA,5,HSE South West HR
047072041/047072042,52,HSE Cork South and West IHA,5,HSE South West HR
047073001,52,HSE Cork South and West IHA,5,HSE South West HR
047073002,52,HSE Cork South and West IHA,5,HSE South West HR
047074001,52,HSE Cork South and West IHA,5,HSE South West HR
047074002,52,HSE Cork South and West IHA,5,HSE South West HR
047075001,51,HSE Cork North and East IHA,5,HSE South West HR
047075002,51,HSE Cork North and East IHA,5,HSE South West HR
047075003,51,HSE Cork North and East IHA,5,HSE South West HR
047075004,51,HSE Cork North and East IHA,5,HSE South West HR
047076001,51,HSE Cork North and East IHA,5,HSE South West HR
047076002,51,HSE Cork North and East IHA,5,HSE South West HR
047076003,51,HSE Cork North and East IHA,5,HSE South West HR
047076004,51,HSE Cork North and East IHA,5,HSE South West HR
047076005,51,HSE Cork North and East IHA,5,HSE South West HR
047076006,51,HSE Cork North and East IHA,5,HSE South West HR
047077001/01,51,HSE Cork North and East IHA,5,HSE South West HR
047077001/02,51,HSE Cork North and East IHA,5,HSE South West HR
047077001/03,51,HSE Cork North and East IHA,5,HSE South West HR
047077002,51,HSE Cork North and East IHA,5,HSE South West HR
047077003,51,HSE Cork North and East IHA,5,HSE South West HR
047077004,51,HSE Cork North and East IHA,5,HSE South West HR
047077005,51,HSE Cork North and East IHA,5,HSE South West HR
047077006,51,HSE Cork North and East IHA,5,HSE South West HR
047077007,51,HSE Cork North and East IHA,5,HSE South West HR
047077008,51,HSE Cork North and East IHA,5,HSE South West HR
047077009,51,HSE Cork North and East IHA,5,HSE South West HR
047077010,51,HSE Cork North and East IHA,5,HSE South West HR
047077011,51,HSE Cork North and East IHA,5,HSE South West HR
047077012,51,HSE Cork North and East IHA,5,HSE South West HR
047077013,51,HSE Cork North and East IHA,5,HSE South West HR
047077014,51,HSE Cork North and East IHA,5,HSE South West HR
047077015,51,HSE Cork North and East IHA,5,HSE South West HR
047077016,51,HSE Cork North and East IHA,5,HSE South West HR
047077017/01,51,HSE Cork North and East IHA,5,HSE South West HR
047077017/02,51,HSE Cork North and East IHA,5,HSE South West HR
047077018,51,HSE Cork North and East IHA,5,HSE South West HR
047077019,51,HSE Cork North and East IHA,5,HSE South West HR
047077020,51,HSE Cork North and East IHA,5,HSE South West HR
047077021,51,HSE Cork North and East IHA,5,HSE South West HR
047077022,51,HSE Cork North and East IHA,5,HSE South West HR
047077023,51,HSE Cork North and East IHA,5,HSE South West HR
047077024,51,HSE Cork North and East IHA,5,HSE South West HR
047078001,52,HSE Cork South and West IHA,5,HSE South West HR
047079001/047079003,51,HSE Cork North and East IHA,5,HSE South West HR
047079002,51,HSE Cork North and East IHA,5,HSE South West HR
047080001,51,HSE Cork North and East IHA,5,HSE South West HR
047081001,51,HSE Cork North and East IHA,5,HSE South West HR
047081002,51,HSE Cork North and East IHA,5,HSE South West HR
047082001,52,HSE Cork South and West IHA,5,HSE South West HR
047082002/047082003,52,HSE Cork South and West IHA,5,HSE South West HR
047082004/047082005,52,HSE Cork South and West IHA,5,HSE South West HR
047082006,52,HSE Cork South and West IHA,5,HSE South West HR
047083001/047083002,52,HSE Cork South and West IHA,5,HSE South West HR
047083003,52,HSE Cork South and West IHA,5,HSE South West HR
047083004/047083005,52,HSE Cork South and West IHA,5,HSE South West HR
047084001,51,HSE Cork North and East IHA,5,HSE South West HR
047084002,51,HSE Cork North and East IHA,5,HSE South West HR
047084003,51,HSE Cork North and East IHA,5,HSE South West HR
047084004,51,HSE Cork North and East IHA,5,HSE South West HR
047085001,51,HSE Cork North and East IHA,5,HSE South West HR
047085002,51,HSE Cork North and East IHA,5,HSE South West HR
047086001,51,HSE Cork North and East IHA,5,HSE South West HR
047086002,51,HSE Cork North and East IHA,5,HSE South West HR
047086003,51,HSE Cork North and East IHA,5,HSE South West HR
047086004,51,HSE Cork North and East IHA,5,HSE South West HR
047087001,51,HSE Cork North and East IHA,5,HSE South West HR
047087002,51,HSE Cork North and East IHA,5,HSE South West HR
047087003,51,HSE Cork North and East IHA,5,HSE South West HR
047087004,51,HSE Cork North and East IHA,5,HSE South West HR
047088001,52,HSE Cork South and West IHA,5,HSE South West HR
047088002,52,HSE Cork South and West IHA,5,HSE South West HR
047089001,52,HSE Cork South and West IHA,5,HSE South West HR
047090001,51,HSE Cork North and East IHA,5,HSE South West HR
047090002,51,HSE Cork North and East IHA,5,HSE South West HR
047090003,51,HSE Cork North and East IHA,5,HSE South West HR
047090004,51,HSE Cork North and East IHA,5,HSE South West HR
047090005,51,HSE Cork North and East IHA,5,HSE South West HR
047090006,51,HSE Cork North and East IHA,5,HSE South West HR
047090007,51,HSE Cork North and East IHA,5,HSE South West HR
047090008,51,HSE Cork North and East IHA,5,HSE South West HR
047090009,51,HSE Cork North and East IHA,5,HSE South West HR
047090010,51,HSE Cork North and East IHA,5,HSE South West HR
047090011,51,HSE Cork North and East IHA,5,HSE South West HR
047090012,51,HSE Cork North and East IHA,5,HSE South West HR
047090013/01,51,HSE Cork North and East IHA,5,HSE South West HR
047090013/02/047090014,51,HSE Cork North and East IHA,5,HSE South West HR
047090015,51,HSE Cork North and East IHA,5,HSE South West HR
047090016,51,HSE Cork North and East IHA,5,HSE South West HR
047090017,51,HSE Cork North and East IHA,5,HSE South West HR
047090018,51,HSE Cork North and East IHA,5,HSE South West HR
047091001,51,HSE Cork North and East IHA,5,HSE South West HR
047091002,51,HSE Cork North and East IHA,5,HSE South West HR
047091003,51,HSE Cork North and East IHA,5,HSE South West HR
047091004,51,HSE Cork North and East IHA,5,HSE South West HR
047092001,52,HSE Cork South and West IHA,5,HSE South West HR
047093001,51,HSE Cork North and East IHA,5,HSE South West HR
047094001,52,HSE Cork South and West IHA,5,HSE South West HR
047094002,52,HSE Cork South and West IHA,5,HSE South West HR
047095001,52,HSE Cork South and West IHA,5,HSE South West HR
047095002,52,HSE Cork South and West IHA,5,HSE South West HR
047095003,52,HSE Cork South and West IHA,5,HSE South West HR
047095004,52,HSE Cork South and West IHA,5,HSE South West HR
047095005,52,HSE Cork South and West IHA,5,HSE South West HR
047095006,52,HSE Cork South and West IHA,5,HSE South West HR
047095007/047095008,52,HSE Cork South and West IHA,5,HSE South West HR
047096001,52,HSE Cork South and West IHA,5,HSE South West HR
047096002,52,HSE Cork South and West IHA,5,HSE South West HR
047096003,52,HSE Cork South and West IHA,5,HSE South West HR
047096004,52,HSE Cork South and West IHA,5,HSE South West HR
047096005,52,HSE Cork South and West IHA,5,HSE South West HR
047096006,52,HSE Cork South and West IHA,5,HSE South West HR
047096007,52,HSE Cork South and West IHA,5,HSE South West HR
047096008,52,HSE Cork South and West IHA,5,HSE South West HR
047096009,52,HSE Cork South and West IHA,5,HSE South West HR
047096010,52,HSE Cork South and West IHA,5,HSE South West HR
047096011,52,HSE Cork South and West IHA,5,HSE South West HR
047096012,52,HSE Cork South and West IHA,5,HSE South West HR
047096013,52,HSE Cork South and West IHA,5,HSE South West HR
047096014,52,HSE Cork South and West IHA,5,HSE South West HR
047096015,52,HSE Cork South and West IHA,5,HSE South West HR
047096016,52,HSE Cork South and West IHA,5,HSE South West HR
047096017,52,HSE Cork South and West IHA,5,HSE South West HR
047096018,52,HSE Cork South and West IHA,5,HSE South West HR
047096019,52,HSE Cork South and West IHA,5,HSE South West HR
047097001,52,HSE Cork South and West IHA,5,HSE South West HR
047097002,52,HSE Cork South and West IHA,5,HSE South West HR
047097003,52,HSE Cork South and West IHA,5,HSE South West HR
047097004,52,HSE Cork South and West IHA,5,HSE South West HR
047098001,51,HSE Cork North and East IHA,5,HSE South West HR
047098002,51,HSE Cork North and East IHA,5,HSE South West HR
047099001,51,HSE Cork North and East IHA,5,HSE South West HR
047100001,51,HSE Cork North and East IHA,5,HSE South West HR
047101001,52,HSE Cork South and West IHA,5,HSE South West HR
047101002,52,HSE Cork South and West IHA,5,HSE South West HR
047102001,51,HSE Cork North and East IHA,5,HSE South West HR
047103001,51,HSE Cork North and East IHA,5,HSE South West HR
047103002/047103005,51,HSE Cork North and East IHA,5,HSE South West HR
047103003,51,HSE Cork North and East IHA,5,HSE South West HR
047103004,51,HSE Cork North and East IHA,5,HSE South West HR
047104001,52,HSE Cork South and West IHA,5,HSE South West HR
047104002,52,HSE Cork South and West IHA,5,HSE South West HR
047105001/047105003,51,HSE Cork North and East IHA,5,HSE South West HR
047105002,51,HSE Cork North and East IHA,5,HSE South West HR
047105004,51,HSE Cork North and East IHA,5,HSE South West HR
047105005,51,HSE Cork North and East IHA,5,HSE South West HR
047105006,51,HSE Cork North and East IHA,5,HSE South West HR
047105007,51,HSE Cork North and East IHA,5,HSE South West HR
047105008,51,HSE Cork North and East IHA,5,HSE South West HR
047105009,51,HSE Cork North and East IHA,5,HSE South West HR
047105010,51,HSE Cork North and East IHA,5,HSE South West HR
047105011,51,HSE Cork North and East IHA,5,HSE South West HR
047105012,51,HSE Cork North and East IHA,5,HSE South West HR
047105013,51,HSE Cork North and East IHA,5,HSE South West HR
047105014,51,HSE Cork North and East IHA,5,HSE South West HR
047105015,51,HSE Cork North and East IHA,5,HSE South West HR
047106001,51,HSE Cork North and East IHA,5,HSE South West HR
047106002,51,HSE Cork North and East IHA,5,HSE South West HR
047106003,51,HSE Cork North and East IHA,5,HSE South West HR
047106005,51,HSE Cork North and East IHA,5,HSE South West HR
047106006/01,51,HSE Cork North and East IHA,5,HSE South West HR
047106006/02,51,HSE Cork North and East IHA,5,HSE South West HR
047106007,51,HSE Cork North and East IHA,5,HSE South West HR
047106008,51,HSE Cork North and East IHA,5,HSE South West HR
047106009,51,HSE Cork North and East IHA,5,HSE South West HR
047106010,51,HSE Cork North and East IHA,5,HSE South West HR
047106011,51,HSE Cork North and East IHA,5,HSE South West HR
047106012,51,HSE Cork North and East IHA,5,HSE South West HR
